"wage","female","age","educ","exper"
4.642857075,1,18,4,7
6.5,0,41,4,30
6.425000191,0,56,0,49
6.425000191,1,55,1,47
25.95000076,0,38,10,21
11.4285717,1,26,8,11
18.75,0,32,8,17
8.34375,0,30,8,15
3.875,0,39,8,24
8.662500381,0,38,8,23
64.02500153,1,36,8,21
12.5,0,27,9,11
8.125,0,30,10,13
8.125,0,40,6,27
0.67567569,0,35,9,19
5.681818008,0,36,9,20
169.2687531,0,33,8,18
10.5625,0,23,8,8
8.662500381,1,28,8,13
7.21875,0,36,9,20
16.74374962,0,26,12,7
16.74374962,1,24,12,5
8.928571701,1,33,9,17
4.033333302,0,32,7,18
9.868420601,1,37,7,23
8.427778244,0,38,9,22
5.712500095,1,23,9,7
10.19117641,1,26,13,6
31.20624924,1,29,13,9
8.75,0,52,8,37
15.625,1,52,12,33
7.5,0,28,10,11
18.75,0,43,10,26
13.125,0,31,9,15
20,0,35,12,16
0.15625,0,45,12,26
3.75,1,36,10,19
13.125,0,39,12,20
13.125,1,39,11,21
5.3125,0,45,8,30
0.6875,1,44,12,25
1.875,0,41,8,26
1.875,1,37,8,22
0.625,0,46,8,31
3.75,1,40,8,25
5,0,54,10,37
7.5,1,46,12,27
20,0,30,12,11
13.125,1,30,12,11
15,0,39,9,23
11.25,1,38,12,19
6.743750095,1,38,10,21
2.377777815,0,52,4,41
7.699999809,0,53,6,40
3.079999924,1,36,8,21
25.2321434,0,41,6,28
5.535714149,0,37,1,29
4.537499905,0,33,9,17
3.875,1,24,8,9
2.75,1,48,0,41
16.74374962,0,27,12,8
16.74374962,1,25,13,5
3.75,1,35,3,25
4.464285851,0,31,10,14
6.143750191,0,37,3,27
14.92500019,0,54,8,39
3.125,0,31,7,17
11.91250038,0,21,9,5
7.037499905,1,19,5,7
12.13749981,1,20,8,5
7.8125,1,43,6,30
5.461111069,0,20,6,7
6.111111164,0,23,10,6
2.777777672,1,18,9,2
3.631249905,1,15,8,0
6.4375,1,41,8,26
11.25,1,42,7,28
3.125,1,40,6,27
6.033333302,1,36,6,23
12,0,58,6,45
16,0,28,8,13
3.25555563,1,23,9,7
5.555555344,1,25,8,10
7,1,36,8,21
8.333333015,1,28,7,14
9.375,1,30,10,13
8.571428299,1,23,10,6
12.26249981,0,58,8,43
5.555555344,1,28,10,11
19,0,21,7,7
4,1,25,5,13
4.918749809,1,55,7,41
8.516666412,0,27,6,14
7.644444466,0,49,6,36
4.981249809,0,27,6,14
4.981249809,0,25,8,10
7.735714436,0,52,4,41
10.16428566,1,56,8,41
11.16428566,0,24,8,9
6.944444656,1,40,7,26
6.388888836,0,31,8,16
8.662500381,0,32,12,13
8.662500381,1,29,12,10
31.20624924,0,30,12,11
31.20624924,1,28,13,8
8.662500381,0,38,10,21
4.537499905,1,27,6,14
8.662500381,0,38,10,21
8.662500381,1,32,10,15
16.74374962,1,39,12,20
8.662500381,1,46,13,26
10.91250038,0,35,10,18
8.662500381,0,39,5,27
8.662500381,1,31,10,14
16.74374962,0,48,12,29
4.537499905,1,45,8,30
16.74374962,1,29,13,9
8.662500381,0,32,12,13
8.662500381,0,36,8,21
16.74374962,0,38,10,21
8.662500381,1,35,10,18
31.20624924,0,40,10,23
8.662500381,1,37,10,20
8.125,0,44,4,33
8.662500381,0,45,10,28
8.662500381,1,45,10,28
16.74374962,1,37,10,20
16.74374962,0,40,12,21
8.662500381,1,38,12,19
31.20624924,0,30,13,10
16.74374962,1,29,13,9
31.20624924,0,40,13,20
16.74374962,1,36,12,17
8.662500381,0,38,10,21
8.662500381,1,37,10,20
11.16250038,1,30,10,13
22.69545364,0,42,13,22
5.775000095,1,40,8,25
4.537499905,0,37,13,17
8.662500381,1,36,6,23
16.74374962,0,36,12,17
8.662500381,1,28,12,9
4.175000191,0,39,10,22
2.357142925,0,28,6,15
2.357142925,0,40,3,30
3.630000114,0,33,0,26
3.299999952,0,36,5,24
3.229166746,0,34,4,23
3.630000114,0,32,3,22
3.945652246,0,29,1,21
71.5,0,42,7,28
30.34090996,0,35,0,28
6.222222328,0,44,5,32
2.799999952,1,43,6,30
7.0625,1,44,9,28
6.5,1,58,10,41
9.375,0,37,12,18
5,0,45,10,28
3.375,1,38,10,21
6.197916508,1,38,12,19
6.016666889,1,44,8,29
3.125,1,54,6,41
6.875,0,48,8,33
5.625,1,37,10,20
4.6875,0,32,10,15
4.512499809,0,34,8,19
4.125,1,55,7,41
6.666666508,0,28,5,16
7.5,0,42,8,27
7.5,0,54,8,39
4.444444656,0,24,9,8
4.444444656,0,22,8,7
4.166666508,0,29,9,13
9.481249809,0,44,8,29
5.538888931,1,38,6,25
18.61874962,0,41,8,26
9.366666794,0,32,10,15
6.5,0,38,10,21
3.630000114,0,38,4,27
4.033333302,0,22,10,5
7.429999828,0,24,10,7
8.662500381,0,28,10,11
16.74374962,1,37,8,22
31.20624924,0,27,8,12
8.662500381,1,21,7,7
8.662500381,1,33,9,17
5.434523582,0,29,10,12
30.1964283,0,31,10,14
14.86874962,0,30,5,18
17.375,0,30,10,13
8.912500381,0,39,2,30
16.74374962,0,21,7,7
32.8486824,0,23,9,7
16.74374962,0,38,10,21
16.74374962,1,37,8,22
6.929999828,0,53,9,37
2.714999914,0,21,9,5
9.162500381,0,26,10,9
15.66428566,0,34,12,15
4.327777863,0,44,10,27
7.105555534,1,42,10,25
16.74374962,1,43,9,27
8.662500381,1,26,10,9
5.9375,1,20,10,3
9.662500381,0,30,10,13
6.929999828,0,42,6,29
21.22083282,0,27,10,10
18.60416603,1,48,10,31
9.902777672,1,36,7,22
15.6875,0,38,10,21
8.662500381,1,49,6,36
17.10555649,0,46,9,30
5.438889027,0,39,8,24
4.900000095,0,39,10,22
8.403409004,0,28,10,11
28.52142906,0,33,8,18
15.221591,0,25,10,8
14.88333321,1,45,8,30
6.477777958,1,22,10,5
11.99285698,0,53,6,40
15.9464283,0,28,10,11
15.9464283,1,27,10,10
28.36931801,0,50,10,33
15.221591,0,34,10,17
27.73888969,0,41,12,22
14.88333321,0,41,10,24
16.6277771,0,43,9,27
3.464285612,0,43,12,24
10.49374962,0,45,8,30
5.505102158,0,34,12,15
3.464285612,1,44,10,27
6.743750095,0,44,10,27
9.449999809,0,42,8,27
3.0625,0,22,10,5
2.16428566,1,36,7,22
4.398809433,0,40,12,21
5.827381134,1,29,10,12
7.017857075,1,39,9,23
3.477678537,1,39,10,22
3.974489689,0,34,9,18
5.691964149,1,35,8,20
0.949999988,0,44,9,28
0.182539687,1,36,9,20
0.5,1,34,8,19
1.878571391,1,34,8,19
1.176923037,0,40,7,26
0.896825373,1,31,5,19
4.464285851,0,43,4,32
19.63750076,0,23,4,12
7.0625,1,29,7,15
2.5,0,45,2,36
4.537499905,1,56,4,45
4.537499905,1,50,3,40
6.743750095,0,40,6,27
5.84375,1,40,7,26
0.162499994,0,50,4,39
6.162499905,0,58,3,48
6.162499905,1,35,5,23
0.787500024,1,34,8,19
16.74374962,0,48,8,33
4.537499905,0,46,9,30
10.83125019,0,34,6,21
13.66874981,0,54,5,42
7.699999809,1,41,8,26
14.88333321,0,39,7,25
7.416666508,0,28,6,15
7.416666508,0,34,10,17
4.537499905,1,42,9,26
5,1,32,10,15
7.220833302,0,22,7,8
9.627778053,0,50,5,38
11.04374981,1,21,10,4
3.4375,1,29,8,14
16.04375076,0,50,7,36
18.23125076,1,46,7,32
8.662500381,0,36,8,21
4.537499905,1,33,7,19
7.5,0,45,8,30
19.26111031,1,37,9,21
5.185714245,1,54,6,41
10.25,0,39,10,22
6.521739006,1,28,10,11
8.662500381,0,52,5,40
4.537499905,1,39,7,25
8.662500381,0,31,9,15
7.608695507,0,41,5,29
3.900000095,0,24,8,9
5.088889122,0,52,0,45
4.356249809,0,45,0,38
6.066666603,0,40,3,30
4.431250095,1,32,10,15
6.861111164,0,40,3,30
13.03333378,0,36,8,21
6.581250191,1,36,10,19
8.662500381,0,56,1,48
5.461111069,1,42,7,28
3.444444418,0,52,1,44
7.416666508,0,58,6,45
2.743750095,1,39,5,27
5.625,0,31,8,16
5.364999771,0,39,2,30
5.318749905,0,26,3,16
8.662500381,0,35,6,22
6.068181992,0,34,8,19
5.5,0,43,8,28
9.875,0,27,5,15
10.5,0,29,5,17
10.9375,0,54,6,41
14.0625,0,50,6,37
10.5,0,28,4,17
4.956250191,0,26,5,14
12.1875,0,50,5,38
12.4375,0,45,5,33
11.1875,0,26,5,14
10.625,0,34,8,19
10,0,54,8,39
13.125,0,40,8,25
11.25,0,49,6,36
9.375,0,55,9,39
9.625,0,36,7,22
10.5,0,37,7,23
10.625,0,29,7,15
11.75,0,34,9,18
10.625,0,43,8,28
10.625,0,34,7,20
9.625,0,44,7,30
11.5,0,41,7,27
10.875,0,52,6,39
10.5,0,39,8,24
9.5,0,50,8,35
11.6875,0,43,9,27
10,0,34,7,20
10.125,0,24,8,9
10.625,0,44,7,30
12,0,52,5,40
7.699999809,0,26,10,9
8.662500381,0,45,6,32
5.775000095,0,52,0,45
8.662500381,0,44,6,31
8.662500381,1,43,12,24
8.662500381,1,34,8,19
7.699999809,0,46,6,33
8.662500381,1,42,10,25
8.366666794,0,39,1,31
4.537499905,0,37,6,24
5.714285851,0,58,0,51
8.75,0,60,0,53
11.25,1,54,6,41
6.875,0,31,5,19
10,0,43,5,31
6.25,1,53,4,42
10,0,27,7,13
6.25,1,25,8,10
10,0,44,11,26
8.75,1,42,10,25
7.162499905,1,56,6,43
12.53750038,0,30,6,17
8.662500381,0,31,11,13
8.662500381,1,27,11,9
8.662500381,0,36,10,19
8.662500381,0,42,10,25
8.662500381,1,38,11,20
11.85000038,0,27,8,12
8.662500381,0,52,10,35
8.662500381,1,46,10,29
5.555555344,1,48,0,41
7.699999809,0,26,7,12
8.81111145,0,52,6,39
9.899999619,0,48,8,33
8.662500381,1,50,8,35
6.25,1,40,8,25
15.3125,0,37,10,20
20.625,0,54,5,42
12.25,1,44,11,26
11.25,0,37,10,20
10,1,34,10,17
19.75,0,41,10,24
17.625,1,37,10,20
15.625,0,38,7,24
13.16250038,0,34,10,17
21.99285698,1,32,10,15
8.287500381,1,30,7,16
16,0,38,10,21
4.724999905,1,41,10,24
19.375,0,37,10,20
18.125,1,30,10,13
12.375,0,36,10,19
13.71428585,0,32,10,15
15.1875,0,46,4,35
12.77777767,0,35,8,20
11.11111069,1,31,8,16
17.875,0,37,10,20
12.3125,0,28,8,13
14.6875,0,34,8,19
34.58124924,1,31,8,16
22.95000076,0,36,10,19
17.875,1,42,10,25
22.5,0,44,10,27
21.25,1,40,10,23
15.625,1,26,8,11
13.6875,0,38,9,22
24,0,42,11,24
24,1,37,11,19
5.75,0,34,10,17
3.984375,1,27,9,11
9.166666985,1,39,8,24
6.875,0,29,12,10
10.625,1,29,12,10
7.699999809,0,43,1,35
11.74374962,0,34,10,17
6.037499905,1,30,10,13
3.572916746,1,40,9,24
11.49374962,0,34,10,17
10.18124962,1,31,10,14
6.099999905,0,42,9,26
3.174999952,1,31,7,17
8.34375,1,24,9,8
6.661110878,1,26,8,11
6.349999905,0,20,7,6
7.438889027,0,39,10,22
8.995454788,0,38,9,22
2.144444466,1,42,5,30
3.630000114,1,21,7,7
9.449999809,0,39,8,24
4.840163708,1,42,2,33
4.736666679,0,22,8,7
8.662500381,1,31,9,15
4.767857075,0,38,9,22
0.662500024,1,33,10,16
2.661111116,0,31,10,14
4.933333397,1,33,9,17
6.177777767,1,32,8,17
10,1,34,8,19
7.416666508,0,33,10,16
17.875,0,35,6,22
9.449999809,0,54,7,40
4.162499905,0,24,10,7
7.856249809,1,43,9,27
7.585227489,1,54,5,42
2.777777672,0,38,9,22
7.538888931,0,22,9,6
3.934999943,0,36,5,24
5.364999771,1,43,6,30
9.661110878,0,41,9,25
5.387499809,1,38,9,22
4.537499905,1,31,4,20
4.537499905,1,28,6,15
16.74374962,0,22,13,2
2.741666555,0,27,8,12
4.739583492,0,35,9,19
7.239583492,0,33,6,20
6.614583492,1,35,0,28
6.572916508,0,28,8,13
5.260416508,0,27,8,12
23.75,0,44,13,24
16.14583397,1,38,13,18
20.625,0,34,13,14
16.14583397,1,25,13,5
14.58333302,0,34,12,15
16.375,1,30,10,13
17.96875,1,34,13,14
9.75,0,36,7,22
10,1,36,13,16
21.42142868,0,41,11,23
13.5625,0,25,11,7
9.375,1,35,9,19
8.333333015,0,40,9,24
8.328125,0,30,8,15
13.80208302,0,41,10,24
6.25,0,30,8,15
107.5833359,0,29,8,14
10.83333302,0,33,9,17
4.255319118,0,27,9,11
0.050000001,1,32,8,17
172.125,0,26,13,6
7.050000191,0,41,12,22
41.05769348,1,26,12,7
13.125,0,29,12,10
13.03125,1,25,12,6
3.8125,1,27,8,12
7.5,0,23,10,6
22.65625,0,26,12,7
12.375,0,30,11,12
23,0,44,13,24
20.83333397,0,35,12,16
4.947916508,0,55,8,40
16.74374962,0,35,10,18
16.74374962,0,33,10,16
16.74374962,0,27,10,10
16.74374962,0,34,10,17
16.74374962,0,36,10,19
16.74374962,0,20,10,3
16.74374962,0,25,10,8
16.74374962,0,33,10,16
16.74374962,0,28,10,11
16.74374962,0,24,10,7
16.74374962,0,38,10,21
16.74374962,0,23,10,6
16.74374962,0,27,10,10
16.74374962,0,35,10,18
16.74374962,0,34,10,17
7.699999809,0,32,9,16
14.88333321,0,37,9,21
16.74374962,0,35,7,21
22.32500076,0,29,10,12
16.74374962,1,26,10,9
12.63679218,0,29,7,15
31.20624924,1,30,13,10
16.74374962,0,25,10,8
16.74374962,1,25,10,8
7.699999809,0,38,7,24
7.699999809,0,31,4,20
4.033333302,0,35,6,22
3.630000114,0,29,5,17
5.775000095,0,27,7,13
1.539999962,0,34,4,23
6.929999828,0,23,6,10
3.630000114,0,30,5,18
1.539999962,0,38,2,29
6.675000191,0,40,3,30
4.537499905,0,46,6,33
7.416666508,0,31,7,17
4.537499905,0,48,3,38
4.537499905,1,28,8,13
4.537499905,0,50,0,43
11.11111069,0,41,6,28
8.125,0,38,10,21
3.125,0,29,8,14
9.375,0,21,10,4
3.333333254,0,31,8,16
8.819766998,0,28,9,12
4.537499905,0,30,8,15
8.662500381,0,48,7,34
4.09375,1,38,7,24
8.662500381,0,37,9,21
2.84375,1,32,4,21
8.664999962,0,43,6,30
8.333333015,1,40,4,29
8.333333015,0,19,8,4
4.033333302,1,42,4,31
7.416666508,0,34,6,21
7.699999809,0,38,3,28
7.699999809,1,32,7,18
7.699999809,0,35,7,21
5.54285717,0,39,5,27
2.662499905,1,42,5,30
0.387499988,0,26,8,11
8.662500381,1,26,9,10
4.537499905,0,22,7,8
8.662500381,0,29,9,13
5.185714245,1,19,9,3
4.366666794,0,29,10,12
3.912698507,1,28,10,11
8.662500381,0,38,10,21
8.662500381,1,40,7,26
4.912499905,0,40,7,26
169.3999939,1,23,12,4
19.44444466,0,31,9,15
6.666666508,0,39,6,26
7.416666508,0,30,7,16
7.416666508,0,18,6,5
8.333333015,0,32,7,18
15.16499996,1,32,5,20
4.444444656,1,40,7,26
5,0,20,9,4
8.34375,1,53,5,41
6.666666508,0,29,6,16
132.222229,0,26,8,11
19.81111145,1,22,12,3
3.333333254,1,22,12,3
5.555555344,0,26,8,11
14.88333321,0,36,10,19
16.21666718,1,34,7,20
29.51666641,0,42,7,28
14.88333321,0,42,6,29
14.88333321,1,40,9,24
19.69079018,0,34,9,18
15.221591,0,23,12,4
111.4619598,0,40,13,20
15.57558155,1,33,9,17
11.16250038,0,39,9,23
7.699999809,1,35,9,19
11.07222176,0,38,11,20
1.049999952,0,38,12,19
11.55000019,0,25,13,5
11.55000019,1,29,11,11
11.55000019,1,23,13,3
14.88333321,0,46,13,26
7.699999809,0,42,11,24
7.699999809,1,21,12,2
14.88333321,0,26,9,10
7.699999809,0,43,9,27
14.88333321,0,40,9,24
14.88333321,1,33,9,17
14.88333321,0,33,13,13
14.88333321,1,29,10,12
9.567856789,0,31,13,11
7.699999809,0,25,12,6
7.699999809,1,23,12,4
14.88333321,0,38,9,22
22.32500076,1,37,12,18
14.88333321,1,22,12,3
14.88333321,0,21,11,3
3.25555563,0,28,12,9
6.416666508,1,21,12,2
7.699999809,0,26,8,11
28.41875076,0,32,10,15
34.9186058,0,40,8,25
6.525510311,0,39,10,22
8.571428299,1,22,10,5
5.214285851,0,25,7,11
6.857142925,1,21,9,5
11.11111069,0,40,7,26
20.49374962,1,40,10,23
9.58571434,1,18,10,1
8.662500381,1,30,10,13
22.10833359,0,38,6,25
7.231249809,1,29,10,12
10,0,39,9,23
10.01875019,1,37,7,23
12.00520802,0,41,9,25
7.777777672,1,39,7,25
9.125,0,47,12,28
4.366666794,1,51,10,34
36.53333282,0,38,9,22
7.105555534,1,29,8,14
15.91250038,0,31,5,19
2.976190567,1,40,9,24
17.47777748,0,41,8,26
1.924999952,1,45,10,28
6.5,0,42,8,27
5.488636494,1,30,8,15
7.291666508,0,35,10,18
16.25,0,33,6,20
14.375,0,48,10,31
7.5,1,49,5,37
3.940909147,0,22,6,9
9.993243217,1,36,8,21
4.09375,1,41,6,28
7.222222328,0,54,6,41
5.675000191,0,34,1,26
4.849999905,1,28,10,11
4.849999905,0,30,8,15
5.412499905,0,58,6,45
4.037499905,0,31,5,19
4.287499905,1,39,10,22
5.756249905,1,48,5,36
8.662500381,0,51,8,36
8.662500381,0,41,8,26
8.662500381,0,49,10,32
8.34375,1,42,8,27
8.662500381,1,29,4,18
4.537499905,0,56,6,43
1.924999952,0,29,9,13
4.537499905,0,41,10,24
8.662500381,0,34,8,19
8.662500381,1,27,5,15
8.662500381,0,42,9,26
8.662500381,0,37,9,21
8.662500381,0,43,10,26
4.537499905,1,39,9,23
8.662500381,0,45,3,35
16.74374962,1,38,9,22
8.662500381,0,39,9,23
4.537499905,1,31,6,18
8.34375,0,44,8,29
3.875,1,37,5,25
8.662500381,0,51,10,34
4.537499905,0,40,4,29
3.875,0,37,9,21
8.662500381,0,59,9,43
4.537499905,1,41,9,25
0.25,1,46,6,33
5.4375,1,50,6,37
10,0,42,10,25
3.362499952,0,41,3,31
2.802083254,1,27,8,12
6.5,0,50,7,36
2,0,31,8,16
2.349999905,0,42,5,30
2.474999905,0,38,4,27
6.162499905,0,29,7,15
4.5,0,39,5,27
4.907608509,0,40,9,24
5.681250095,0,40,5,28
3.125,0,30,4,19
5,0,31,6,18
4.6875,0,25,7,11
5.625,0,36,7,22
4.5,0,50,6,37
4.891304493,0,42,7,28
6.162499905,0,35,2,26
6.588889122,0,32,4,21
4.722222328,0,26,7,12
8.333333015,0,54,2,45
6.25,1,45,6,32
10,0,32,4,21
4.011111259,0,60,0,53
4.777777672,0,28,8,13
4.537499905,0,20,8,5
8.333333015,1,34,13,14
3.680000067,0,25,5,13
5,0,38,7,24
5.625,0,36,5,24
3,1,40,0,33
1.711111069,1,44,2,35
9.481249809,0,38,4,27
5.3125,0,30,7,16
4.722222328,0,34,10,17
3.233333349,1,31,3,21
11.02499962,0,31,7,17
5.544444561,1,56,4,45
6.466666698,1,28,7,14
6.412499905,0,24,8,9
3.125,1,60,0,53
19.5,0,38,6,25
6.016666889,0,21,6,8
8.662500381,0,48,0,41
5.163043499,1,46,2,37
6.099999905,0,36,7,22
4.166666508,1,34,8,19
3.75,1,41,3,31
4.302083492,0,34,10,17
4.125,1,28,9,12
4.706521511,0,47,0,40
7.1875,0,36,9,20
11,0,29,6,16
5,1,27,9,11
4.760869503,0,39,6,26
3.444444418,1,37,6,24
3.458333254,0,24,7,10
4.217391491,0,40,7,26
5.86956501,0,48,0,41
4.652173996,0,40,6,27
4.956521511,0,41,6,28
3.802083254,0,26,6,13
3.557692289,1,53,4,42
14.17500019,0,31,12,12
7.5,0,23,10,6
9.268750191,0,22,6,9
6.5625,0,40,0,33
4.181250095,1,30,8,15
7.1875,1,55,0,48
27.73888969,0,28,10,11
7.699999809,0,41,5,29
30.03333282,0,25,10,8
3.444444418,0,26,7,12
3.772222281,0,47,10,30
4.922222137,0,40,10,23
3.757142782,1,41,7,27
7.699999809,1,24,8,9
7.699999809,1,22,6,9
4.033333302,1,54,7,40
7.699999809,1,25,10,8
7.699999809,1,23,10,6
15.221591,0,43,0,36
4.033333302,1,40,6,27
7.699999809,0,40,8,25
7.699999809,1,27,8,12
7.699999809,0,34,5,22
17.47777748,0,45,8,30
19.13571358,0,24,11,6
19.13571358,1,23,11,5
14.88333321,0,50,6,37
7.699999809,1,27,10,10
14.88333321,1,23,10,6
7.946428776,1,40,6,27
5.185714245,0,21,10,4
8.738888741,0,25,5,13
7.416666508,1,39,6,26
7.416666508,1,21,6,8
7.699999809,0,33,6,20
5.330769062,0,41,7,27
4.033333302,0,51,6,38
7.875,1,45,7,31
7.699999809,1,40,7,26
14.88333321,0,48,10,31
14.25,0,39,8,24
1.4375,1,45,1,37
3.214285612,1,38,4,27
6.78000021,1,30,8,15
4.362500191,0,28,5,16
8.34375,0,35,5,23
11.5,0,39,2,30
6.87857151,0,39,5,27
4.675000191,1,46,4,35
2.1875,0,42,0,35
5.185714245,0,32,10,15
5.037499905,1,27,10,10
15.70625019,0,42,6,29
3,1,40,9,24
3.599999905,1,41,6,28
6.484375,1,31,7,17
7.53125,0,22,6,9
8.662500381,0,41,8,26
1.328571439,1,38,8,23
7.40625,0,25,4,14
1.044999957,0,55,6,42
3.25,0,30,6,17
3.25,0,28,7,14
6.900000095,0,56,5,44
4.668749809,1,49,5,37
4.335000038,0,27,10,10
8.662500381,1,26,10,9
5.393750191,1,38,4,27
9.181249619,0,57,6,44
8.975000381,1,55,11,37
5.074999809,0,24,10,7
1.588888884,0,50,8,35
19.2857151,0,44,9,28
1.833333373,1,39,11,21
3.1875,0,33,9,17
3.25,1,28,9,12
3.733333349,0,58,5,46
5.662499905,0,34,7,20
3.599999905,0,32,9,16
3.78125,0,47,4,36
5.25555563,0,39,3,29
5.685714245,0,32,6,19
3.512500048,1,28,10,11
4.699999809,1,23,7,9
3.814285755,1,45,6,32
4.82857132,0,59,5,47
6.40625,1,56,6,43
4.777777672,1,56,6,43
6.949999809,0,28,9,12
3.400000095,1,43,6,30
7.050000191,0,26,10,9
10.21111107,0,60,4,49
1.614285707,0,33,9,17
8.344444275,1,27,10,10
4.300000191,0,26,6,13
2.288888931,0,43,6,30
2.190000057,1,36,8,21
11.87222195,1,49,6,36
3.705555439,0,30,9,14
7.933333397,0,27,6,14
5.185714245,0,59,3,49
10.57499981,1,56,7,42
8.34375,0,51,7,37
5.237500191,0,46,4,35
7.974999905,0,29,7,15
5.462500095,1,36,7,22
33.64444351,0,54,8,39
7.886363506,0,35,8,20
8.25,0,31,10,14
5.033333302,0,33,5,21
3.545454502,0,33,7,19
3.762500048,0,30,4,19
3.387500048,1,27,8,12
7.028571606,0,29,10,12
9.193750381,0,23,7,9
7.977777958,0,49,7,35
2.200000048,0,33,0,26
8.662500381,0,44,0,37
1.924999952,0,40,6,27
1.924999952,0,34,4,23
1.924999952,1,32,6,19
1.924999952,0,37,0,30
1.924999952,0,26,6,13
1.924999952,0,21,5,9
1.924999952,0,20,2,11
1.924999952,0,28,2,19
1.283333302,0,42,1,34
1.924999952,0,40,0,33
1.924999952,0,24,4,13
4.537499905,0,52,0,45
1.924999952,0,34,5,22
1.924999952,0,35,3,25
0.893750012,1,32,4,21
1.924999952,0,24,3,14
1.924999952,1,52,4,41
1.924999952,0,50,5,38
0.893750012,1,48,6,35
1.924999952,0,44,4,33
12.00694466,1,41,10,24
64.02500153,0,44,10,27
55.75714111,0,34,10,17
14.88333321,0,45,10,28
5.784722328,0,26,12,7
0.440789461,1,23,12,4
26.82500076,0,46,10,29
64.02500153,0,36,10,19
67.39473724,0,28,12,9
16.74374962,1,28,12,9
16.02857208,0,31,13,11
13.88888931,0,30,10,13
13.953125,0,35,9,19
16.74374962,0,34,8,19
14.88333321,0,45,10,28
19.13571358,0,49,12,30
9.899999619,1,20,12,1
37.90555573,0,56,13,36
21.96111107,1,47,12,28
10,0,33,8,18
9.899999619,0,49,9,33
19.13571358,1,43,10,26
16.74374962,0,51,8,36
24.30555534,0,45,10,28
17.8571434,1,44,10,27
23.02631569,0,32,12,13
16.74374962,0,50,10,33
19.13571358,1,45,10,28
10.0625,1,19,10,2
3.875,0,52,4,41
3.875,0,24,10,7
2.200000048,1,20,9,4
3.875,0,56,5,44
3.875,0,20,5,8
1.681249976,0,28,5,16
8.34375,0,45,8,30
1.681249976,0,31,10,14
3.974999905,0,29,9,13
2.918750048,0,32,6,19
3.875,0,24,6,11
3.875,0,22,4,11
3.875,0,20,4,9
3.875,0,27,6,14
3.875,0,24,6,11
10.83500004,0,43,8,28
14.88333321,0,41,7,27
8.662500381,1,38,5,26
4.537499905,1,35,6,22
4.033333302,1,52,8,37
2.777777672,1,39,9,23
4.033333302,0,38,7,24
7.699999809,0,34,9,18
7.699999809,1,31,9,15
4.033333302,1,46,1,38
4.033333302,0,30,2,21
1.399999976,1,21,8,6
4.636363506,0,52,3,42
3.444444418,0,26,8,11
10.84375,0,28,9,12
3.78125,1,21,8,6
8.883333206,0,45,5,33
8.662500381,1,53,1,45
9.522222519,1,55,10,38
9.677885056,0,35,9,19
3.78125,1,51,5,39
6.050000191,0,25,10,8
25.30624962,0,36,10,19
9.849205971,1,35,10,18
6.181250095,0,49,7,35
6.976744175,1,45,8,30
3.444444418,1,33,8,18
3.78125,1,48,8,33
4.033333302,1,46,8,31
7.699999809,0,29,10,12
4.537499905,1,39,6,26
8.662500381,0,45,3,35
6.153409004,0,29,8,14
8.662500381,1,35,7,21
8.662500381,0,36,9,20
33.48749924,0,59,9,43
9.375,1,30,7,16
8.125,0,20,7,6
8.34375,1,29,6,16
6.675000191,0,40,2,31
2.200000048,0,26,8,11
8.662500381,0,35,3,25
8.662500381,1,44,8,29
72.55625153,0,22,3,12
6.428571224,1,36,6,23
4.537499905,1,48,6,35
4.033333302,0,50,1,42
4.214285851,0,41,7,27
1.428571463,1,56,3,46
1.428571463,1,35,0,28
1.428571463,1,30,6,17
1.642857194,0,35,4,24
1.428571463,1,33,5,21
1.428571463,0,29,2,20
1.428571463,1,28,8,13
4.050000191,0,25,0,18
1.428571463,0,39,5,27
1.428571463,1,35,2,26
1.428571463,1,42,6,29
1.071428537,0,47,0,40
1.428571463,0,34,4,23
1.071428537,0,49,4,38
2.450000048,0,17,4,6
1.785714269,0,45,0,38
2.642857075,0,22,2,13
2.857142925,0,34,2,25
1.428571463,1,37,0,30
2.142857075,1,23,8,8
1.021428585,0,60,0,53
1.021428585,1,35,0,28
2.200000048,0,51,3,41
2.200000048,0,23,9,7
4.428571224,1,23,8,8
4.428571224,1,20,4,9
1.071428537,1,40,1,32
2.857142925,0,54,4,43
2.857142925,1,49,2,40
2.857142925,0,25,5,13
2.642857075,0,20,6,7
3.142857075,0,39,6,26
2.200000048,1,39,1,31
2.857142925,0,35,0,28
2.857142925,0,41,5,29
2,1,35,1,27
0.857142866,1,27,2,18
0.857142866,1,44,6,31
6.571428776,0,49,1,41
6.192857265,0,59,0,52
4.520833492,0,43,3,33
1.428571463,0,25,5,13
1.428571463,0,25,8,10
1.142857194,1,33,5,21
2.200000048,0,27,5,15
2.200000048,1,25,7,11
2.200000048,0,35,4,24
6.192857265,0,45,4,34
2.5,0,41,10,24
28.36931801,0,37,10,20
5,1,30,9,14
4.537499905,0,37,9,21
3.450000048,1,30,9,14
2.5,1,42,7,28
12.5,1,32,12,13
4.537499905,1,30,8,15
4.816666603,1,31,6,18
5,0,40,9,24
3.125,1,35,8,20
18.125,0,50,13,30
20.63690567,0,39,6,26
6.25,1,39,8,24
5.555555344,0,33,8,18
3.125,1,31,8,16
3.75,1,42,1,34
6.768750191,1,36,5,24
5.418749809,1,29,8,14
10,0,34,9,18
4.375,1,32,9,16
7.777777672,0,50,7,36
