"wage","female","age","educ","exper"
4.5,0,34,4,23
3.875,1,32,4,21
2.306250095,0,55,0,48
1.681249976,1,54,3,44
1.681249976,0,18,4,7
4.5,0,32,1,24
3.875,1,22,5,10
2.306250095,0,20,5,8
2.306250095,0,34,5,22
2.306250095,0,54,0,47
2.306250095,0,25,1,17
3.875,1,29,5,17
3.875,1,28,6,15
3.875,1,31,4,20
2.306250095,0,23,5,11
1.681249976,1,18,5,6
2.306250095,0,33,5,21
1.681249976,1,29,4,18
2.306250095,0,34,0,27
1.681249976,1,22,4,11
1.494444489,0,45,5,33
1.494444489,0,45,6,32
1.494444489,0,19,1,11
1.494444489,1,21,3,11
1.494444489,0,30,0,23
1.681249976,0,34,3,24
1.681249976,0,17,2,8
1.494444489,0,26,1,18
1.494444489,1,27,1,19
1.494444489,0,45,0,38
1.494444489,0,36,7,22
1.494444489,1,47,3,37
1.494444489,1,17,7,3
1.494444489,0,28,1,20
1.494444489,1,25,3,15
1.494444489,0,25,2,16
1.494444489,0,42,1,34
1.494444489,1,20,2,11
1.494444489,0,22,2,13
1.363636374,0,24,4,13
8.895000458,0,39,1,31
1.607142806,0,20,4,9
1.818181872,1,24,8,9
2.321428537,0,30,5,18
7.059999943,0,44,6,31
3.318181753,1,22,8,7
3.950000048,0,25,12,6
13.75,0,33,4,22
2.607142925,0,50,4,39
2,1,51,2,42
3.299999952,0,25,7,11
3.299999952,0,28,9,12
3.1875,0,32,12,13
4.375,1,32,12,13
1.5625,0,55,0,48
2.75,0,20,8,5
2.5,0,52,3,42
1.78928566,0,35,1,27
4,1,38,0,31
11.84259224,0,32,12,13
3.333333254,1,24,5,12
1.875,0,35,3,25
1.681249976,0,20,3,10
2.5,0,19,6,6
16.9642849,0,27,12,8
2.5,1,30,0,23
2.5,0,22,10,5
11.84259224,0,57,11,39
13.69444466,1,52,11,34
15.74074078,0,31,12,12
3.846153736,1,31,12,12
9.259259224,1,24,12,5
4,1,58,6,45
3.703703642,1,33,12,14
3.125,0,32,2,23
1.580000043,1,38,2,29
2.625,0,38,4,27
4.70370388,1,53,8,38
5.555555344,1,25,12,6
5.555555344,1,24,12,5
5.555555344,1,47,8,32
3.118750095,0,27,5,15
1.875,0,21,7,7
5.418749809,0,53,6,40
4.0625,0,26,10,9
2.5,0,22,8,7
4.262499809,0,48,3,38
1.875,0,20,10,3
3.5,0,32,6,19
1.5,0,26,6,13
5,0,47,5,35
2.34375,0,56,5,44
1.666666627,1,47,5,35
1.153846145,0,22,1,14
0.86500001,1,18,4,7
1.041666627,0,20,1,12
1.201388836,1,25,2,16
0.595833361,0,41,0,34
0.86500001,1,21,1,13
0.961538434,0,22,0,15
1.736363649,0,35,8,20
1.138157845,1,30,0,23
1.591666698,0,30,1,22
1.377272725,0,26,0,19
1.081249952,1,21,4,10
3.057291746,0,52,1,44
1.549999952,1,37,4,26
2.405555487,0,27,4,16
1.291666627,1,28,2,19
1.950000048,0,32,1,24
1.549999952,1,34,5,22
1.392857194,0,40,2,31
1.205555558,1,40,1,32
1.805555582,0,52,3,42
3.522727251,0,29,2,20
3.444444418,0,19,0,12
1.494444489,0,41,4,30
0.901041687,1,35,3,25
1.494444489,0,34,2,25
3.444444418,0,30,4,19
5.275735378,0,28,5,16
2.405555487,0,20,6,7
4.166666508,0,41,0,34
0.166666672,1,38,0,31
4.729166508,0,40,3,30
4.142857075,0,25,3,15
1.818181872,0,35,0,28
1.081249952,1,33,1,25
2,0,27,6,14
8.625,0,49,0,42
4.25,0,43,3,33
1.352678537,0,20,7,6
1.352678537,0,33,5,21
1.888888836,0,33,2,24
1.888888836,0,21,5,9
1.888888836,0,40,4,29
3.888888836,0,25,6,12
0.96875,0,60,0,53
0.96875,0,27,5,15
0.96875,0,43,0,36
0.96875,0,21,7,7
0.96875,0,18,3,8
2.709821463,0,27,4,16
2.709821463,0,22,9,6
2.03125,0,19,7,5
1.893749952,0,48,3,38
2.691964388,0,43,1,35
2.555555582,0,22,1,14
2.666666746,0,34,3,24
3.055555582,0,46,5,34
2.888888836,0,30,4,19
2.722222328,0,56,1,48
8.25,1,53,10,36
1.174999952,0,34,5,22
1.487499952,1,31,3,21
1.083333373,0,24,3,14
1.083333373,0,29,2,20
1.444444418,0,23,1,15
1.174999952,0,34,5,22
0.991666675,1,28,2,19
1.083333373,0,29,5,17
1.174999952,0,43,1,35
1.083333373,0,31,1,23
1.322222233,1,28,8,13
3.75,0,51,5,39
1.061111093,1,60,0,53
1.061111093,1,17,1,9
1.162500024,1,35,3,25
1.162500024,1,16,2,7
1.611111164,0,42,1,34
1.193750024,1,32,2,23
1.462499976,0,58,0,51
1.625,0,31,6,18
1.193750024,1,21,7,7
0.918749988,0,17,1,9
1.193750024,1,27,0,20
1.193750024,1,24,1,16
1.299999952,0,21,7,7
1.193750024,1,30,9,14
1.177777767,0,19,2,10
1.193750024,1,21,4,10
1.061111093,1,16,5,4
1.299999952,0,52,0,45
1.193750024,1,50,4,39
1.444444418,0,26,6,13
1.444444418,0,26,5,14
1.444444418,0,22,5,10
1.205555558,1,28,5,16
1.083333373,1,23,6,10
1.444444418,0,27,6,14
1.444444418,0,19,7,5
1.444444418,0,19,4,8
0.916666687,0,18,4,7
1.083333373,1,25,5,13
1.205555558,1,22,4,11
1.444444418,0,22,5,10
2.138888836,0,22,4,11
1.356250048,1,20,5,8
2.5,0,43,1,35
2.738888979,0,35,4,24
2.268749952,1,34,5,22
2.405555487,0,30,6,17
2.738888979,0,31,4,20
1.538888931,1,27,0,20
1.444444418,0,58,1,50
1.566666722,0,59,2,50
0.977777779,1,58,1,50
1.322222233,0,28,1,20
0.722222209,1,29,6,16
3.611111164,0,32,8,17
1.805555582,0,60,1,52
2.5,0,32,0,25
0.961111128,1,42,6,29
1.444444418,0,33,0,26
6.622222424,0,49,4,38
1.885869622,0,60,0,53
1.179347873,1,60,1,52
1.179347873,1,40,1,32
2.129464388,0,31,5,19
0.772321403,1,29,3,19
1.444444418,0,31,1,23
0.977777779,1,57,1,49
2.166666746,1,29,8,14
2.216666698,0,23,6,10
1.566666722,0,35,3,25
0.977777779,1,36,6,23
0.977777779,1,18,3,8
2.291666746,1,58,0,51
1.927777767,0,25,1,17
3.081249952,0,21,1,13
1.205555558,0,33,0,26
3.383928537,0,54,1,46
1.444444418,1,21,8,6
1.444444418,1,23,7,9
2.138888836,0,24,4,13
2.166666746,0,60,3,50
2.5,0,30,3,20
2,1,25,2,16
13.39500046,0,57,9,41
13.39500046,0,30,10,13
27.73888969,1,56,13,36
14.88333321,0,46,5,34
7.699999809,1,22,10,5
7.699999809,1,21,10,4
7.699999809,1,18,8,3
14.88333321,0,57,7,43
14.88333321,0,22,10,5
23.84444427,1,47,7,33
7.699999809,1,20,10,3
7.699999809,0,22,10,5
7.699999809,0,19,10,2
23.11573982,0,43,10,26
14.88333321,1,35,10,18
7.699999809,1,22,10,5
14.88333321,0,28,8,13
11.16250038,0,32,10,15
14.88333321,0,48,10,31
14.88333321,1,44,10,27
7.699999809,0,26,10,9
16.74374962,0,53,10,36
14.88333321,0,40,10,23
14.88333321,1,40,10,23
7.699999809,0,20,10,3
14.88333321,1,27,10,10
7.699999809,1,23,10,6
7.699999809,0,31,10,14
14.88333321,0,40,10,23
31.20624924,0,53,13,33
14.88333321,1,45,8,30
4.033333302,1,20,10,3
13.39500046,1,31,10,14
7.699999809,0,45,8,30
13.66836739,0,29,10,12
13.66836739,1,20,10,3
7.973214149,1,48,7,34
7.973214149,1,46,8,31
7.973214149,0,23,8,8
31.20624924,0,58,10,41
31.20624924,0,59,13,39
9.761628151,1,36,10,19
8.34375,1,26,10,9
7,0,26,12,7
9.375,0,25,10,8
9.375,0,23,10,6
7.664473534,0,57,5,45
7.081250191,0,25,5,13
4.375,1,26,12,7
11.53846169,0,27,6,14
10.08125019,0,51,3,41
6.400000095,1,22,10,5
3.329545498,0,46,7,32
3.662499905,1,37,8,22
8.216666222,0,23,10,6
6.875,1,36,8,21
4.761904716,1,23,10,6
13.9285717,0,52,6,39
5.164999962,0,23,10,6
31.20624924,0,24,13,4
8.662500381,1,19,10,2
5.625,1,46,10,29
16.74374962,0,43,13,23
9.444444656,0,47,8,32
8,1,46,6,33
8.662500381,0,29,9,13
10.65833378,1,34,10,17
9.375,1,29,13,9
8.34375,1,51,5,39
7.449999809,1,24,10,7
11.375,0,40,7,26
8.152173996,0,54,5,42
1.033333302,1,26,10,9
6.111111164,1,21,10,4
19.26111031,1,20,10,3
5,1,59,8,44
6.666666508,0,37,8,22
4.444444656,1,35,8,20
6.666666508,0,42,9,26
5,1,18,8,3
15,1,30,12,11
8.333333015,0,40,12,21
6.666666508,1,18,9,2
6.25,1,34,8,19
3.333333254,0,39,1,31
2.222222328,1,36,8,21
4.444444656,0,56,8,41
4.444444656,0,21,8,6
3.333333254,1,47,8,32
6.666666508,1,26,10,9
8.125,1,39,9,23
17.77777863,0,35,11,17
12.77777767,1,30,10,13
36.11111069,0,31,12,12
11.66666698,1,31,10,14
28.67222214,0,33,12,14
24.375,1,32,12,13
19.44444466,0,34,12,15
15.55555534,0,40,10,23
50,0,34,13,14
26.25,1,34,13,14
12.77777767,0,33,12,14
8.333333015,1,35,12,16
8.333333015,1,35,8,20
12.26724148,0,30,7,16
2.706249952,1,35,5,23
5.777777672,1,55,6,42
2.325000048,1,53,12,34
0.658333361,1,24,13,4
4.287499905,1,35,9,19
0.438888878,1,35,12,16
5.555555344,0,39,8,24
3.75,0,26,7,12
5.383333206,0,34,8,19
12.1875,0,46,0,39
3.327777863,1,45,3,35
1.785714269,0,37,10,20
1.190476179,1,32,10,15
6.418749809,1,36,5,24
6.840909004,1,33,9,17
1.356250048,1,49,6,36
6.5,1,18,7,4
5.168749809,0,50,6,37
9.356249809,0,42,5,30
6.738888741,1,42,4,31
3.066037655,1,23,7,9
8.75,1,27,9,11
5.5625,0,20,7,6
5.865384579,1,43,8,28
6.875,0,34,12,15
9.243749619,0,24,10,7
0.129999995,0,19,10,2
13.28750038,0,30,10,13
1.924999952,0,40,12,21
7.220833302,0,30,6,17
6.016666889,1,29,6,16
6,1,59,8,44
5.033333302,0,21,10,4
4.335000038,0,32,8,17
5.987500191,1,31,8,16
7.633333206,0,24,10,7
16.75,0,23,6,10
15.54651165,0,32,8,17
4.296875,1,19,7,5
8.0625,1,27,7,13
7.71875,0,19,3,9
5.683333397,0,22,6,9
6.223958492,0,34,7,20
6.640625,1,34,9,18
5.703125,1,29,3,19
0.744791687,0,38,3,28
17.04999924,0,34,4,23
7.541666508,0,27,7,13
6.394444466,1,28,7,14
1.924999952,1,36,6,23
8.340277672,0,36,5,24
7.318749905,0,32,6,19
5.5625,0,39,4,28
6.550000191,1,36,4,25
1.401041627,0,23,7,9
2.6875,1,52,4,41
6.818749905,1,27,8,12
7.394444466,0,52,5,40
8.34375,1,32,1,24
3.690476179,0,46,6,33
8.34375,1,33,4,22
3.1875,1,47,1,39
4.305555344,1,24,7,10
2,0,37,10,20
5.625,0,28,12,9
8.848958015,0,24,7,10
2.424999952,1,25,8,10
0.125,1,26,13,6
0.75,1,42,7,28
0.625,0,23,5,11
6.25,0,42,10,25
5.5,1,40,10,23
10,0,32,10,15
8.337499619,1,44,9,28
10.80624962,1,54,6,41
3.75,0,30,10,13
11.25,1,29,10,12
11.25,1,49,6,36
18.95833397,0,31,12,12
1.25,1,35,10,18
2.979166746,1,37,8,22
1.875,0,36,10,19
10,1,39,9,23
12.49374962,0,51,10,34
9.425000191,1,30,5,18
9.606249809,1,30,5,18
5.555555344,0,49,10,32
1.356250048,0,21,10,4
10.4375,0,23,12,4
7.5,0,55,4,44
9.125,0,30,10,13
5.3125,1,52,7,38
10,1,36,9,20
2.444444418,1,28,10,11
5,0,32,8,17
8.662500381,1,27,7,13
2.787499905,1,32,10,15
16.74374962,0,31,8,16
11.16250038,1,31,10,14
8.34375,1,47,7,33
12.99374962,0,39,8,24
16.74374962,0,30,12,11
9.162500381,1,52,6,39
10.03750038,1,28,10,11
17.36874962,0,24,8,9
8.662500381,1,36,10,19
4.537499905,0,32,8,17
4.537499905,1,21,10,4
6.84375,0,35,3,25
6.34375,1,32,6,19
9.243749619,0,25,10,8
5.84375,1,26,10,9
8.34375,1,37,8,22
6.787499905,0,40,7,26
8.34375,1,41,8,26
8.34375,1,32,5,20
8.34375,1,30,7,16
8.34375,1,29,7,15
8.662500381,0,25,10,8
7.699999809,0,46,8,31
2.366666555,1,24,10,7
9.243749619,0,30,8,15
6.71875,0,30,5,18
3.875,1,46,3,36
8.34375,1,27,8,12
19.66250038,0,28,7,14
19.66250038,0,26,7,12
8.662500381,1,40,6,27
8.662500381,0,21,9,5
8.34375,1,36,3,26
8.34375,1,28,6,15
8.34375,1,22,7,8
8.34375,1,23,7,9
8.662500381,0,29,10,12
8.662500381,1,32,10,15
8.662500381,0,56,6,43
8.34375,1,19,6,6
14.24374962,0,27,7,13
2.383333445,0,15,3,5
2.383333445,0,18,3,8
3.287499905,1,46,6,33
6.743750095,1,29,5,17
5.556250095,1,24,12,5
1.287500024,0,56,5,44
8.34375,0,55,6,42
8.34375,1,49,7,35
3.875,1,22,9,6
0.537500024,1,38,9,22
3.118750095,0,43,8,28
1.162500024,0,22,10,5
7.412499905,1,25,7,11
5.131249905,0,46,6,33
1.475000024,1,45,8,30
4.216666698,1,21,10,4
7.743750095,0,47,4,36
1.162500024,1,32,8,17
12.45625019,0,38,7,24
2.743750095,0,25,13,5
6.912499905,0,58,6,45
2.037499905,1,31,6,18
3.537499905,0,29,7,15
3.613636255,0,36,6,23
2.700000048,0,34,5,22
2.662499905,1,30,6,17
1.037500024,1,28,5,16
3.037499905,1,24,9,8
3.787499905,0,22,5,10
5.537499905,1,45,6,32
1.924999952,0,28,6,15
4.537499905,0,24,6,11
4.162499905,1,22,7,8
1.787500024,1,26,8,11
1.037500024,0,23,8,8
16.74374962,0,28,10,11
16.74374962,1,27,8,12
3.662499905,1,34,7,20
2.412499905,0,55,7,41
9.243749619,1,31,10,14
5.974999905,1,52,5,40
2.662499905,0,28,8,13
3.037499905,0,28,7,14
6.133720875,0,32,4,21
6.787499905,0,47,5,35
3.787499905,0,23,8,8
3.912499905,1,22,10,5
4.537499905,1,19,10,2
6.787499905,0,23,8,8
13.61874962,0,54,0,47
4.4375,1,19,7,5
6.787499905,1,47,6,34
2.200000048,1,20,9,4
8.887499809,0,28,5,16
3.5,0,22,6,9
4.537499905,1,58,4,47
5.134615421,0,31,6,18
5.243750095,0,54,3,44
3.028571367,1,22,9,6
4.692857265,1,20,9,4
6.162499905,0,52,7,38
4.912499905,1,27,7,13
2.662499905,0,26,7,12
14.74374962,1,24,10,7
4.287499905,1,24,6,11
3.418750048,1,49,7,35
7.043749809,0,55,6,42
1.299999952,0,55,10,38
7.162499905,0,25,10,8
6.162499905,0,24,9,8
6.0625,0,50,6,37
4.181250095,1,20,10,3
3.875,1,21,8,6
5.887499809,0,45,0,38
4.612500191,1,27,6,14
5.918749809,0,26,10,9
3.681250095,0,41,6,28
10.33333302,0,28,6,15
6.293749809,1,27,7,13
4.368750095,1,21,7,7
4.4375,0,26,7,12
2.869047642,0,39,6,26
7.946428776,0,25,7,11
6.162499905,0,27,6,14
7.654761791,0,32,8,17
8.037500381,0,38,9,22
6.947674274,1,40,7,26
4.635416508,0,31,6,18
13.66836739,1,25,10,8
4.724999905,0,44,5,32
6.278409004,1,35,5,23
7.077381134,0,48,7,34
3.297619104,1,41,5,29
7.675000191,1,37,6,24
6.861111164,1,37,8,22
4.537499905,0,56,5,44
1.924999952,1,38,2,29
5.5625,0,36,4,25
7.946428776,1,29,6,16
8.106249809,0,38,7,24
19.25,0,31,8,16
7.946428776,1,31,9,15
7.946428776,1,51,7,37
7.946428776,1,21,6,8
7.96875,0,30,10,13
7.84375,1,30,7,16
8.34375,1,27,8,12
18.72619057,0,18,6,5
8.662500381,0,46,7,32
7.416666508,1,53,5,41
6.133720875,1,43,0,36
3.690476179,1,40,3,30
8.34375,0,24,6,11
0.893750012,0,40,4,29
8.34375,1,28,10,11
7.787499905,0,30,7,16
8.537500381,0,23,6,10
0.893750012,1,28,7,14
6.099999905,1,41,10,24
26.82500076,0,53,13,33
5.337500095,1,52,6,39
2.875,1,44,6,31
8.662500381,1,27,7,13
3.875,1,27,8,12
4.537499905,1,20,10,3
7.993750095,0,40,8,25
11.99374962,1,40,8,25
1.681249976,1,29,9,13
8.34375,1,27,8,12
8.662500381,1,24,9,8
6.412499905,0,24,9,8
7.78125,1,45,7,31
7.392857075,0,25,10,8
8.34375,0,50,1,42
8.34375,0,50,6,37
8.662500381,1,53,8,38
8.34375,1,26,8,11
1.924999952,0,47,5,35
1.924999952,0,38,5,26
3.875,0,25,10,8
8.34375,0,25,6,12
8.34375,0,27,6,14
8.34375,0,36,6,23
8.524999619,1,20,8,5
1.120833278,0,21,10,4
8.34375,1,43,2,34
8.34375,1,29,7,15
8.34375,0,21,8,6
8.34375,0,37,8,22
8.34375,1,32,8,17
8.34375,0,23,7,9
8.662500381,1,26,10,9
3.875,1,40,7,26
8.34375,0,32,6,19
8.34375,0,31,6,18
8.34375,0,27,6,14
8.34375,0,38,5,26
8.068750381,0,22,10,5
8.34375,0,38,4,27
8.34375,0,36,5,24
8.34375,0,29,4,18
8.34375,1,48,5,36
8.34375,1,36,5,24
9.742856979,0,59,0,52
2,1,35,0,28
2.174999952,0,24,0,17
6.139999866,0,44,5,32
3.140000105,0,25,2,16
9.800000191,1,15,3,5
0.729591846,1,28,1,20
1.683333278,0,21,0,14
0.905555546,0,19,0,12
1.638888836,0,46,1,38
4.547618866,1,28,6,15
3.518749952,0,20,5,8
5.1875,0,19,6,6
2.49444437,0,27,3,17
3.533333302,1,23,3,13
3.533333302,1,25,2,16
2.777777672,0,33,2,24
1.111111164,0,16,1,8
1.777777791,0,24,8,9
3.25555563,1,54,7,40
16.74374962,0,25,13,5
13.66836739,0,39,12,20
16.74374962,0,33,13,13
15.9464283,1,31,10,14
17.81547546,0,32,12,13
9.743749619,1,26,12,7
9.743749619,1,24,12,5
9.743749619,1,24,12,5
5.293749809,0,22,4,11
2.650000095,1,43,0,36
1.711111069,0,25,0,18
1.766666651,0,24,0,17
4.409090996,0,22,0,15
4.662499905,1,22,0,15
3.681818247,0,26,1,18
3.454545498,0,39,4,28
2.5,0,37,0,30
2.901785612,1,26,4,15
1.711111069,0,24,5,12
97.79166412,0,48,0,41
4.041666508,0,45,6,32
2.055555582,0,33,0,26
5.277777672,0,25,4,14
3.25,1,52,4,41
3.006944418,0,25,10,8
2.558035612,0,41,2,32
2.49000001,1,38,8,23
16.74374962,0,25,12,6
16.74374962,0,39,12,20
16.74374962,0,35,10,18
16.74374962,1,34,11,16
6.618750095,0,39,12,20
8.662500381,0,28,8,13
8.662500381,1,47,11,29
8.662500381,1,39,10,22
8.662500381,0,44,10,27
1.743749976,0,45,13,25
6.743750095,1,47,12,28
1.162500024,0,25,10,8
4.287499905,1,59,11,41
8.662500381,1,44,8,29
8.618749619,0,34,13,14
4.912499905,1,27,10,10
8.975000381,1,26,10,9
2.6875,0,43,10,26
10.08125019,0,34,10,17
3.412499905,0,32,6,19
8.268750191,0,34,13,14
3.349999905,1,30,11,12
8.662500381,0,43,10,26
8.662500381,1,40,10,23
8.993749619,0,49,10,32
4.849999905,1,40,10,23
9.137499809,0,30,8,15
8.662500381,1,30,10,13
5.868750095,0,46,12,27
4.349999905,1,38,11,20
16.74374962,0,54,10,37
8.662500381,1,44,9,28
8.662500381,0,46,11,28
8.662500381,1,40,11,22
8.662500381,0,40,10,23
8.662500381,1,35,11,17
0.893750012,1,22,6,9
8.662500381,0,32,10,15
16.74374962,0,29,12,10
8.662500381,1,27,11,9
8.662500381,0,25,10,8
8.34375,0,39,8,24
8.662500381,1,35,11,17
8.806249619,1,27,11,9
8.662500381,0,36,8,21
8.662500381,1,34,11,16
9.84375,1,32,8,17
16.74374962,0,37,13,17
8.662500381,1,31,12,12
8.662500381,1,34,10,17
10.92222214,0,40,7,26
5.032608509,1,35,8,20
4.039999962,0,46,5,34
5.644444466,1,33,8,18
10.39999962,0,41,4,30
2.666666746,1,42,5,30
11.48124981,0,54,3,44
19.10555649,1,28,11,10
3.483333349,1,30,10,13
3.858333349,0,31,5,19
1.822222233,1,25,5,13
17.82291603,0,27,10,10
6.477777958,0,46,6,33
3.791666746,0,40,6,27
17.88297844,0,42,8,27
2.924999952,1,40,4,29
19.61111069,0,60,4,49
8.074999809,0,25,10,8
9.161458015,0,39,4,28
5.512499809,1,36,7,22
4.485714436,1,21,2,12
10.03333378,0,40,2,31
17.63541603,0,44,6,31
11.30555534,0,51,4,40
4.900000095,1,28,9,12
10.25555515,0,38,4,27
4.537499905,1,35,10,18
4.537499905,0,46,6,33
4.033333302,0,48,6,35
4.033333302,1,29,9,13
31.20624924,0,39,12,20
16.74374962,1,35,12,16
3.444444418,0,53,6,40
4.537499905,1,54,10,37
7.416666508,0,22,7,8
5.683333397,1,55,8,40
7.416666508,0,31,9,15
8.662500381,1,25,12,6
7.416666508,0,35,6,22
8.34375,0,55,6,42
3.875,1,28,8,13
11.16250038,0,54,13,34
8.829166412,0,50,13,30
3.025000095,0,39,8,24
4.108333111,0,39,10,22
4.428571224,1,26,10,9
8.834821701,0,60,8,45
1.774999976,1,35,4,24
3.025000095,0,39,6,26
4.020833492,0,39,7,25
4.237500191,0,42,8,27
3.262500048,1,39,7,25
0.370833337,1,36,5,24
4.3125,0,39,8,24
4.775000095,0,50,6,37
3.299999952,0,21,9,5
4.3125,0,35,7,21
2.25,1,41,4,30
4.604166508,0,28,10,11
8.436170578,0,22,10,5
4.734042645,1,26,10,9
4.302083492,0,46,9,30
3.195652246,0,43,10,26
2.794444561,0,40,7,26
5.457446575,0,60,3,50
4.555555344,0,56,0,49
6.25555563,1,55,1,47
6.771739006,0,28,7,14
3.299999952,1,60,2,51
10.10416698,1,32,9,16
4.711111069,1,42,8,27
3.266666651,1,31,7,17
8.972222328,1,54,4,43
8.590425491,0,25,8,10
4.4375,0,30,5,18
7.21875,0,38,4,27
2.655555487,0,27,1,19
1.446428537,0,32,3,22
1.924999952,0,31,5,19
4.537499905,1,35,5,23
8.662500381,0,48,8,33
8.662500381,0,25,12,6
31.20624924,0,44,4,33
16.74374962,1,35,4,24
8.662500381,0,42,0,35
3.41428566,0,32,8,17
8.662500381,0,40,0,33
8.662500381,0,52,6,39
4.375,0,33,4,22
1.96875,0,19,7,5
10,0,48,6,35
4.75,1,31,10,14
6.25,0,17,8,2
8.34375,1,43,6,30
5.418749809,1,27,10,10
4.0625,0,34,7,20
5.392857075,0,23,7,9
6.5,1,31,9,15
2.405555487,1,19,9,3
5.495454311,1,25,9,9
3.125,0,30,8,15
7.222222328,0,26,10,9
6.5,0,22,7,8
7.3125,1,24,8,9
7.3125,1,21,7,7
5.525510311,0,36,8,21
9.026041985,0,35,10,18
3.625,0,42,9,26
3.116071463,1,22,6,9
1.924999952,0,20,10,3
1.924999952,0,18,5,6
4.537499905,0,47,5,35
5.418749809,1,48,4,37
6.768750191,1,23,10,6
6.768750191,1,21,8,6
11.25,0,46,9,30
5.418749809,0,28,10,11
4.033333302,0,28,9,12
3.793750048,0,19,7,5
19.66250038,0,40,6,27
19.66250038,0,28,8,13
8.34375,1,26,9,10
3.875,0,23,6,10
12.1875,0,28,2,19
8.34375,0,29,6,16
8.34375,0,26,6,13
3.444444418,1,26,8,11
3.099999905,1,22,10,5
10.83125019,0,30,7,16
5.625,1,29,10,12
4.418749809,1,42,5,30
6.5,0,32,9,16
8.34375,0,41,8,26
8.34375,1,36,7,22
3.081249952,0,44,6,31
6.34375,1,26,6,13
1.5625,0,28,6,15
7.699999809,0,33,8,18
8.34375,0,43,7,29
8.34375,0,32,6,19
19.66250038,0,35,4,24
8.34375,0,55,5,43
19.66250038,0,25,6,12
1.25,0,52,7,38
5.625,0,27,6,14
5,0,24,6,11
2.166666746,0,58,2,49
4.643750191,1,35,7,21
9.524999619,1,28,10,11
1.875,0,43,3,33
3.4375,0,59,3,49
28.125,1,26,13,6
15.625,0,24,12,5
1.9375,1,46,2,37
3.25,1,21,5,9
1.5625,1,30,3,20
2.706249952,0,28,3,18
6.768750191,0,37,1,29
6.231249809,0,58,0,51
12.1875,0,24,2,15
2.168750048,0,30,2,21
4.5,0,55,3,45
1.625,1,24,6,11
3.706249952,0,28,11,10
6.111111164,1,54,8,39
5.733333111,1,26,10,9
2.5,0,35,6,22
10,0,33,8,18
5,1,33,8,18
2.222222328,0,41,5,29
3.977272749,1,42,7,28
5,1,32,10,15
2.1875,0,34,5,22
10.29374981,0,38,5,26
5.143750191,1,36,6,23
3.6875,1,40,6,27
9.668749809,0,39,5,27
5.15625,1,42,5,30
8.856249809,0,44,5,32
7.206250191,0,42,5,30
10.20625019,0,42,4,31
8.856249809,0,38,5,26
7.331250191,0,53,3,43
11.5625,0,32,4,21
20.04999924,1,35,5,23
5.025000095,1,58,5,46
14.26875019,0,40,4,29
12,0,37,6,24
7.875,0,43,5,31
1.875,1,27,6,14
7.5,0,26,7,12
1.037500024,1,36,3,26
12.86250019,0,37,8,22
12,0,44,4,33
9.293749809,0,37,6,24
2,0,35,6,22
5.018750191,1,40,4,29
9.831250191,0,54,3,44
5.627777576,1,27,9,11
7.692708492,0,24,10,7
1.8125,1,58,8,43
3.094444513,1,60,7,46
3.6875,1,28,9,12
10.11111069,0,55,6,42
2.1875,1,42,8,27
7.006578922,1,48,7,34
7.538043499,0,54,6,41
4.856249809,1,50,8,35
8.649999619,0,29,10,12
4.0625,1,27,10,10
11.1833334,0,50,6,37
10.40714264,1,48,8,33
3.5625,1,24,10,7
7.135000229,1,55,8,40
10.94999981,0,42,8,27
1.8125,1,39,9,23
4,1,31,10,14
7.643750191,1,47,8,32
3.122222185,1,24,10,7
8.918749809,1,36,9,20
10.83333302,0,40,10,23
10.16666698,0,58,6,45
2.90625,1,54,8,39
7.034722328,1,33,10,16
12.64999962,0,56,7,42
8.021428108,1,54,8,39
12.11458302,0,51,8,36
8,1,35,10,18
8.949999809,0,46,8,31
6.74444437,1,33,10,16
6.900000095,1,42,9,26
7.324999809,1,38,10,21
9.600000381,1,51,8,36
7.772222042,1,54,6,41
15.83333302,0,55,7,41
9.043749809,1,48,8,33
6.976744175,1,25,10,8
3.611111164,1,44,8,29
6.368750095,1,37,10,20
7.583333492,1,39,8,24
10.71739101,0,55,7,41
3.768749952,1,47,9,31
6.955555439,1,35,8,20
6.800000191,1,33,10,16
11.67777824,0,34,8,19
10.33571434,1,34,9,18
8.644444466,0,58,6,45
6.728571415,1,53,8,38
6.181250095,1,33,10,16
4.972222328,0,59,6,46
4.642857075,1,51,8,36
8.472222328,0,56,7,42
6.449999809,1,53,9,37
7.065217495,0,34,10,17
7.585526466,0,28,10,11
5.4375,1,37,10,20
7.4069767,1,28,10,11
12.5,0,41,10,24
6.657894611,1,34,10,17
4.0625,0,40,1,32
6.768750191,0,32,3,22
1.893749952,0,35,4,24
6.320833206,0,60,5,48
2.15625,1,22,2,13
1.375,1,24,6,11
4.962500095,1,26,10,9
4.375,0,46,5,34
1.5625,0,27,1,19
9.375,0,49,6,36
2.168750048,0,23,2,14
4.0625,1,21,6,8
3.875,0,27,8,12
1.601190448,0,26,4,15
1.601190448,0,24,4,13
1.681249976,0,41,2,32
1.681249976,1,28,3,18
1.681249976,0,22,6,9
8.018750191,0,35,6,22
4.5,0,32,4,21
2.606250048,1,22,7,8
3.62857151,0,25,5,13
7.5,0,50,0,43
4.285714149,0,21,0,14
6.428571224,0,30,3,20
4.285714149,0,40,3,30
6.428571224,0,49,0,42
3.125,0,25,3,15
2.75,0,23,4,12
0.714285731,0,28,4,17
