"id","year","animal","place","state","numAttacks","Duration","Affected"
524,2017,"Snake","Greenville","SC",1,0,4795
525,2017,"Squirrel","Nashville","TN",1,0,4600
526,2017,"Squirrel","Quogue","NY",1,0,0
527,2017,"Squirrel","San Jose","CA",1,0,0
528,2017,"Squirrel","Kalispell","MT",1,0,0
529,2017,"Leopard","Nizamabad","Telangana",1,0,0
530,2017,"Bird","West Plains","AR",1,0,0
531,2017,"Bird","Smithfield","UT",1,0,0
532,2017,"unknown","Canton","OH",1,0,0
533,2017,"Squirrel","Moorehead","MN",1,0,0
534,2017,"Squirrel","Fayetteville","NC",1,0,0
535,2017,"Squirrel","Kissimmee","FL",1,0,0
536,2017,"Rat","Sudbury","ON",1,0,0
537,2017,"Squirrel","Bangor","ME",1,0,800
538,2017,"Possom","Queenstown","Otago",1,0,0
539,2017,"Squirrel","Muskegon Township","MI",1,0,2300
540,2017,"Bird","Washington","MO",1,0,0
541,2017,"Squirrel","Ripon","WI",1,0,0
542,2017,"Squirrel","Chilwell","Nottinghamshire",1,0,655
543,2017,"Bird","Bridgeport","WV",1,0,1000
544,2017,"Bird","Vancouver","BC",1,0,0
545,2017,"Bird","Austin","TX",1,0,3300
546,2017,"Bird","Cornwall","NY",1,0,330
547,2017,"Squirrel","North Bay","ON",1,0,0
548,2017,"Squirrel","Fitchburg","MA",1,0,0
549,2017,"Squirrel","Hamilton","ON",1,45,700
550,2017,"Bird","Prince George","BC",1,90,2179
551,2017,"Bird","Lampasas","TX",1,0,0
552,2017,"Rat","North Redding","CA",1,0,0
553,2017,"Squirrel","Seymour","MO",1,0,0
554,2017,"unknown","Danville","IL",1,0,0
555,2017,"Squirrel","Juneau","AK",1,0,0
556,2017,"Bird","El Paso","TX",1,0,4500
557,2017,"Bird","Dickinson","TX",1,0,9000
558,2017,"Snake","Hendersonville","TN",1,0,0
559,2017,"Raccoon","New Orleans","LA",1,0,0
560,2017,"Bird","Murphysboro","IL",1,101,6533
561,2017,"Snake","Indore",NA,1,120,11000
562,2017,"Bird","Ticonderoga","NY",1,0,0
563,2017,"Bird","Delhi",NA,1,128,0
564,2017,"Squirrel","Staten Island","NY",1,0,1400
565,2017,"Bird","Plano","ID",1,0,0
566,2017,"Squirrel","Bowling Green","KY",1,0,0
567,2017,"unknown","Quincy","MA",1,0,9000
568,2017,"Squirrel","Takoma Park","MD",1,0,1770
569,2017,"Bird","Juneau","AK",1,0,0
570,2017,"Squirrel","Madison","NJ",1,0,0
571,2017,"Squirrel","Rockwell","AR",1,60,250
572,2017,"Squirrel","Eugene","OR",1,0,0
573,2017,"Bird","Juneau","AK",1,0,0
574,2017,"Squirrel","Kissimmee","FL",1,0,0
575,2017,"Squirrel","Prosser","WA",1,540,6418
576,2017,"Bird","Fresno","CA",1,0,3810
577,2017,"Bird","Arcadia","WA",1,106,0
578,2017,"Snake","Hayesville","NC",1,0,0
579,2017,"Squirrel","Alpena","MI",1,0,0
580,2017,"Squirrel","Fresno","CA",1,0,0
581,2017,"Squirrel","Concord","NH",1,0,0
582,2017,"Bear","Maountain View","AK",1,60,12
583,2017,"Bird","West Seattle","WA",1,0,1
584,2017,"Squirrel","East Wenatchee","WA",1,0,0
585,2017,"Squirrel","Robbinsdale","MN",1,0,0
586,2017,"Bird","Waterford",NA,1,0,0
587,2017,"Squirrel","Long Beach","CA",1,35,14076
588,2017,"Bird","Huntersville","NC",1,35,3000
589,2017,"Squirrel","LaGrange","GA",1,0,0
590,2017,"Bird","Branford","CT",1,0,5465
591,2017,"Squirrel","Aylmer","ON",1,0,1500
592,2017,"Squirrel","Cowan","TN",1,0,1300
593,2017,"Bird","Seattle","WA",1,0,0
594,2017,"Bird","Bowling Green","KY",1,0,0
595,2017,"Bird","Bowling Green","KY",1,0,0
596,2017,"Snake","Concord","NC",1,0,12000
597,2017,"Snake","Enterprise","FL",1,0,6131
598,2017,"Squirrel","Kissimmee","FL",1,0,0
599,2017,"Bird","Blacklick","OH",1,0,2000
600,2017,"Bird","Whitianga",NA,1,0,823
601,2017,"Cat","General Roca","Rio Negro",1,0,1e+05
602,2017,"Snake","Reno","NV",1,0,0
603,2017,"Squirrel","Great Falls","MT",1,0,3500
604,2017,"Snake","Reno","TX",1,0,0
605,2017,"Squirrel","Bowling Green","KY",1,0,0
606,2017,"Squirrel","Santa Clara","CA",1,0,0
607,2017,"Raccoon","Manchester","IA",1,90,1500
608,2017,"Bird","Sacramento","CA",1,0,0
609,2017,"Bird","Encitas","CA",1,0,2377
610,2017,"Squirrel","Kissimmee","FL",1,30,1745
611,2017,"Bird","Dayton","OH",1,60,162
612,2017,"Bird","Libby","MT",1,0,0
613,2017,"Squirrel","Lawrenceburg","IN",1,60,0
614,2017,"Beaver","Maple Creek","SK",1,0,2500
615,2017,"Bird","Three Rivers","CA",1,0,0
616,2017,"Squirrel","Ottowa","ON",1,0,0
617,2017,"Bird","Newland","NC",1,45,6500
618,2017,"Squirrel","Center Township","PA",1,0,0
619,2017,"Raccoon","Kissimmee","FL",1,60,5194
620,2017,"Bird","Baie-Comeau","QC",1,15,0
621,2017,"Bird","San Luis Obispo","CA",1,315,0
622,2017,"Squirrel","Engelhard","NC",1,0,0
623,2017,"Squirrel","Parkman","OH",1,0,0
624,2017,"Squirrel","Easton","MD",1,1,900
625,2017,"Squirrel","Kissimmee","FL",1,0,0
626,2017,"Bird","Cuyama","CA",1,0,0
627,2017,"Cat","TwnetnNine Palms","CA",1,0,0
628,2017,"Squirrel","Tucker","GA",1,0,0
629,2017,"Snake","Paris","TX",1,0,3000
630,2017,"Squirrel","Cedar Springs","MI",1,60,2000
631,2017,"Squirrel","Stratham","NH",1,0,0
632,2017,"Squirrel","Springdale","PA",1,0,0
633,2017,"Squirrel","Republic","MO",1,0,0
634,2017,"Cat","Tupelo","MS",1,60,0
635,2017,"Bird","Sagola","MI",1,120,1600
636,2017,"Bird",NA,"Rousay",1,360,215
637,2017,"Squirrel","Juneau","AK",1,0,0
638,2017,"unknown","Sidney","OH",1,115,9900
639,2017,"Bird","Heartland","TX",1,0,1827
640,2017,"Raccoon","Craig","CO",1,0,0
641,2017,"Bird","Kanoi","Rajasthan",1,0,0
642,2017,"Bird","Winnipeg","MB",1,180,2200
643,2017,"Squirrel","Forest City","NC",1,180,1500
644,2017,"unknown","Moose Jaw","SK",1,0,0
645,2017,"Bird","Ellensburg","WA",1,30,0
646,2017,"Raccoon","Mt Vernon","IN",1,0,1500
647,2017,"Bird","North Roe","Shetland",1,180,72
648,2017,"Bird","Muskegon","MI",1,300,4500
649,2017,"Squirrel","Alvaton","KY",1,0,2618
650,2017,"Squirrel","Moses Lake","WA",1,90,1900
651,2017,"Snake","Thorton","CO",1,60,700
652,2017,"Bird","Sospel","Alpes-Maritimes",1,0,0
653,2017,"Raccoon","West Burlington","IA",1,45,0
654,2017,"Squirrel","Chico","CA",1,0,0
655,2017,"unknown","Hamilton","ON",1,0,0
656,2017,"Bird","Brookings","OR",1,0,0
657,2017,"Raccoon","Valdosta","GA",1,0,0
658,2017,"Raccoon","Coldwater","MI",1,45,3000
659,2017,"Raccoon","Bryan","TX",1,0,0
660,2017,"Squirrel","Alvaton","KY",1,0,2613
661,2017,"Squirrel","Ames","IA",1,0,27
662,2017,"Bird","Watertown","SD",1,0,0
663,2017,"Snake","Salina","KS",1,45,600
664,2017,"Squirrel","Bowling Green","KY",1,0,0
665,2017,"Squirrel","Bowling Green","KY",1,0,0
666,2017,"Squirrel","Bowling Green","KY",1,0,0
667,2017,"Bird","Prescott","AZ",1,0,0
668,2017,"Bird","Palmerston North",NA,1,100,467
669,2017,"Squirrel","Wenatchee","WA",1,0,0
670,2017,"Squirrel","Bovina","MS",1,0,1231
671,2017,"Squirrel","Beverly","IL",1,0,0
672,2017,"Bird","Nashville","TN",1,0,0
673,2017,"Bird","North Hempstead","NY",1,0,0
674,2017,"Squirrel","Hamilton","MT",1,60,2500
675,2017,"Squirrel","Oxford","MS",1,0,0
676,2017,"Squirrel","Wyomissing","PA",1,0,654
677,2017,"Squirrel","Ashland","OR",1,0,0
678,2017,"Rat","Bristol",NA,1,0,0
679,2017,"Squirrel","Cohasset","MA",1,0,2000
680,2017,"Squirrel","Bowling Green","KY",1,0,0
681,2017,"Squirrel","Omaha","NE",1,0,91500
682,2017,"Bird","Bowling Green","KY",1,0,0
683,2017,"Squirrel","Kissimmee","FL",1,0,0
684,2017,"unknown","Ogdensburg","NY",1,0,955
685,2017,"Squirrel","East Wenatchee","WA",1,10,820
686,2017,"Bird","Lake Country","BC",1,0,3100
687,2017,"Squirrel","Victoria","TX",1,80,2000
688,2017,"Bird","Juneau","AK",1,0,0
689,2017,"Squirrel","Wenatchee","WA",1,0,0
690,2017,"Possum","Wangaratta","VIC",1,150,1800
691,2017,"Squirrel","Fargo","ND",1,0,500
692,2017,"Squirrel","Frankfort","KY",1,0,0
693,2017,"Squirrel","Cleavland","OH",1,0,0
694,2017,"Squirrel","Tampa","FL",1,0,24
695,2017,"Squirrel","Westwood","CA",1,0,0
696,2017,"Squirrel","Manassas","VA",1,20,2000
697,2017,"Squirrel","Luverne","MN",1,0,0
698,2017,"unknown","Malvern","KS",1,0,1000
699,2017,"Squirrel","Creston","MT",1,165,1300
700,2017,"Squirrel","West Juneau","AK",1,0,0
701,2017,"Bird","Davao City","Mindanao",1,0,0
702,2017,"Monkey","Mueang","Chon Buri",1,0,0
703,2017,"Squirrel","Ottowa","ON",1,0,54
704,2017,"Rat","Palmerston North",NA,1,0,0
705,2017,"Elephant",NA,"Kampong Speu",1,0,0
706,2017,"Squirrel","Onida","SD",1,0,0
707,2017,"Squirrel","Pattaya","Chon Buri",1,0,0
708,2017,"Squirrel","Christiana","TN",1,0,1300
709,2017,"Squirrel","Buffalo Junction","VA",1,0,900
710,2017,"Bird","Lakeland","FL",1,0,0
711,2017,"Raccoon","Murray","KY",1,41,5000
712,2017,"Possum","Alligator Creek","QLD",1,345,300
713,2017,"Raccoon","Brantford","ON",1,0,0
714,2017,"Squirrel","Pattaya","Chon Buri",1,0,0
715,2017,"Rat","Corpus Christi","TX",1,0,0
716,2017,"Snake","Cebu","Minglanilla",1,0,0
717,2017,"Rat","KwaGuqa","Mpumalanga",1,0,0
718,2017,"Squirrel","Williams","AZ",1,0,5000
719,2017,"Bird","Thunder Bay","ON",1,0,1000
720,2017,"Squirrel","Morganton","NC",1,0,875
721,2017,"Bird","Peabody","MA",1,0,0
722,2017,"Squirrel","Gig Harbor","WA",1,0,0
723,2017,"Bird","North Little Rock","AR",1,0,0
724,2017,"Bird","Port Angeles","WA",1,45,35
725,2017,"Unknown","Canton","OH",1,154,0
726,2017,"Squirrel","Williams","AZ",1,0,0
727,2017,"Raccoon","Albany","TX",1,0,0
728,2017,"Raccoon","Three Rivers","MI",1,0,0
729,2017,"Bird","Cedar Springs","MI",1,0,0
730,2017,"Bird","Vernon","BC",1,17,0
731,2017,"Bird","Albany","WA",1,120,0
732,2017,"Rat","Wanniassa","ACT",1,0,0
733,2017,"Unknown","Springfield","MO",1,0,0
734,2017,"Squirrel","Garden City","ID",1,0,0
735,2017,"Bird","Madison","AL",1,60,0
736,2017,"Squirrel","Fayetteville","AR",1,0,0
737,2017,"Squirrel","Athens","OH",1,0,0
738,2017,"Squirrel","Duluth","MN",1,240,0
739,2017,"Squirrel","Marshall","MO",1,30,0
740,2017,"unknown","Brantford","ON",1,0,0
741,2017,"Bird","Emporia","KS",1,90,850
742,2017,"Squirrel","Doylestown","PA",1,0,0
743,2017,"Bird","Radewege",NA,1,20,0
744,2017,"Squirrel","Sarnia","ON",1,0,0
745,2017,"Squirrel","Payallup","WA",1,187,0
746,2017,"Squirrel","Wichita Falls","TX",1,0,0
747,2017,"unknown","Bellevue","WI",1,0,0
748,2017,"Squirrel","Ottowa","ON",1,0,262
749,2017,"Marten","Groningen",NA,1,6,0
750,2017,"Squirrel","North Bay","ON",1,10,700
751,2017,"Squirrel","Laureldale","PA",1,67,0
752,2017,"Bird","Trim","County Meath",1,0,0
753,2017,"Bird","Lakeland","FL",1,20,138
754,2017,"Squirrel","North Bay","ON",1,0,700
755,2017,"Squirrel","Auburn","NY",1,112,0
756,2017,"Squirrel","Saugus","MA",1,0,0
757,2017,"Squirrel","Bangor","ME",1,90,312
758,2017,"Unknown","Smithboro","IL",1,80,560
759,2017,"Bird","Clacton-on-Sea","Essex",1,0,128
760,2017,"Squirrel","North Canton","OH",1,0,0
761,2017,"Bird","Leutkirch im Allgäu",NA,1,71,0
762,2017,"Squirrel","Floresville","TX",1,0,0
763,2017,"Monkey","Mumbai",NA,1,0,0
764,2017,"Squirrel","Hazel Dell","WA",1,90,0
765,2017,"Bird","Ering","Bavaria",1,60,0
766,2017,"Squirrel","North Lakeland","FL",1,90,0
767,2017,"Squirrel","Liberty Grove","WI",1,0,0
768,2017,"Squirrel","Ephraim","WI",1,90,250
769,2017,"Squirrel","New Brunswick","NJ",1,0,0
770,2017,"Squirrel","Terre Haute","IN",1,0,0
771,2017,"Bird","Tarago","NSW",1,0,0
772,2017,"Bird","Bullhead City","AZ",1,103,0
773,2017,"Squirrel","Pueblo","CO",1,0,0
774,2017,"Rat","New Orleans","LA",1,0,0
775,2017,"Bird","Bullhead City","AZ",1,0,0
776,2017,"Bird","Tarago","NSW",1,0,0
777,2017,"unknown","Matyville","SC",1,0,0
778,2017,"Squirrel","Ketchum","ID",1,240,1371
779,2017,"Squirrel","Salem","MO",1,0,0
780,2017,"Bird","Teddington",NA,1,0,0
781,2017,"Squirrel","White River Junction","VT",1,0,0
782,2017,"Squirrel","Plattsburgh","NY",1,0,0
783,2017,"Squirrel","Manhattan","KS",1,130,1300
784,2017,"Bird","Enniskillen",NA,1,0,9000
785,2017,"Bird","Tewkesbury",NA,1,0,0
786,2017,"Squirrel","Santa Clara","CA",1,0,39
787,2017,"Bird","Tarago","NSW",1,0,0
788,2017,"Snake","Ubud","Bali",1,0,0
789,2017,"Squirrel","Exeter","NH",1,0,5000
790,2017,"Bird","Elko","NV",1,120,11600
791,2017,"Squirrel","Walingford","CT",1,30,100
792,2017,"Squirrel","Wilmington","MA",1,0,0
793,2016,"Squirrel","West Fork","AR",1,0,0
794,2016,"Squirrel","Dakota City","NE",1,0,0
795,2016,"Squirrel","Westport","CT",1,97,80
796,2016,"Squirrel","Benchley","TX",1,0,0
797,2016,"Squirrel","Abilene","TX",1,0,0
798,2016,"Squirrel","Odessa","TX",1,0,0
799,2016,"Squirrel","Columbia","MO",1,40,48
800,2016,"Squirrel","Nashville","TN",1,0,0
801,2016,"Elephant","Bengaluru",NA,1,0,0
802,2016,"Bird","Sitka","AK",1,0,112
803,2016,"Beaver","Grand Rapids","MN",1,0,0
804,2016,"Squirrel","Ardmore","OK",1,0,0
805,2016,"Squirrel","Toronto","ON",1,0,0
806,2016,"Bird","Seattle","WA",1,0,172
807,2016,"Marten","Senden",NA,1,0,0
808,2016,"Squirrel","Boston","MA",1,0,0
809,2016,"Bird","Pendelton","OR",1,259,1534
810,2016,"Bird","Byculla",NA,1,0,0
811,2016,"Squirrel","Witchita","KS",1,0,0
812,2016,"Squirrel","Allentown","PA",1,150,5343
813,2016,"Squirrel","Sunnyside","WA",1,45,1800
814,2016,"Squirrel","Belle Plaine","MN",1,0,3200
815,2016,"Squirrel","Huntingdon",NA,1,0,1100
816,2016,"Bird","Medford","OR",1,0,0
817,2016,"Unknown","Monson","MA",1,0,6170
818,2016,"Squirrel","Kansas City","MO",1,0,0
819,2016,"Squirrel","The Village","OK",1,0,3000
820,2016,"Bird","Medford","OR",1,0,0
821,2016,"Squirrel","Keene","NH",1,0,0
822,2016,"Squirrel","Duluth","MN",1,0,0
823,2016,"unknown","Salina","KS",1,0,4000
824,2016,"Bird","Medford","OR",1,0,0
825,2016,"Marten","Aalten",NA,1,0,0
826,2016,"Squirrel","Birbingham","AL",1,0,0
827,2016,"Bird","Winchester",NA,1,0,18000
828,2016,"Bird","Vauxhall","AB",1,0,0
829,2016,"Squirrel","Austin","TX",1,0,0
830,2016,"unknown","Massapequa","NY",1,48,2000
831,2016,"Bird","Waterloo","ON",1,45,0
832,2016,"Squirrel","Lexington","KY",1,0,0
833,2016,"Bird","Manawatu",NA,1,0,3000
834,2016,"Squirrel","Cleveland","TN",1,90,0
835,2016,"unknown","Rockingham","VA",1,0,0
836,2016,"Squirrel","Wichita","KS",1,0,0
837,2016,"Squirrel","Maynard","MA",1,0,0
838,2016,"Cat","Ashburton",NA,1,0,70
839,2016,"Squirrel","Hastings","NE",1,55,0
840,2016,"unknown","Glendale","AZ",1,0,5000
841,2016,"Cat","Fresno","CA",1,0,250
842,2016,"Marten","Geneva",NA,1,0,0
843,2016,"Squirrel","Helana","MT",1,0,3100
844,2016,"Squirrel","London","England",1,0,0
845,2016,"Squirrel","Kissimmee","FL",1,0,0
846,2016,"Squirrel","Denver","CO",1,0,7481
847,2016,"Squirrel","Lockport","NY",1,37,42
848,2016,"Squirrel","Rochelle","IL",1,0,450
849,2016,"Squirrel","Wellington","KS",1,0,0
850,2016,"unknown","Upper Pittsgrove","NJ",1,0,3900
851,2016,"Squirrel","Fredrick","MD",1,0,0
852,2016,"Bird","Feltham",NA,1,0,0
853,2016,"Squirrel","Missoula","MT",1,0,0
854,2016,"Bird","Medford","OR",1,0,0
855,2016,"Squirrel","Marshal","MN",1,0,0
856,2016,"Bird","Estevan","SK",1,0,0
857,2016,"unknown","Beavercreek","OH",1,0,6700
858,2016,"Squirrel","Lakeview","MI",1,0,0
859,2016,"Squirrel","Manitowoc","WI",1,60,1500
860,2016,"Bird","Brockton","MA",1,120,12
861,2016,"Squirrel","Canton","OH",1,60,5100
862,2016,"Squirrel","Pinewood","ON",1,20,500
863,2016,"Squirrel","South Pittsburg","TN",1,0,0
864,2016,"Squirrel","Troy","OH",1,0,0
865,2016,"Bird","Bathurst","NSW",1,0,0
866,2016,"marten","Tournai",NA,1,0,20000
867,2016,"Squirrel","Grand Haven","MI",1,120,1450
868,2016,"Squirrel","Stockdale","TX",1,0,0
869,2016,"Squirrel","Geneva","IL",1,0,1173
870,2016,"Squirrel","Purcell","OK",1,0,0
871,2016,"Possum","Mackay","QSL",1,0,0
872,2016,"Snake","Weltevredenpark",NA,1,0,0
873,2016,"Squirrel","Greenville","SC",1,61,7400
874,2016,"unknown","Kelowna","BC",1,270,320
875,2016,"Squirrel","Storrs","CT",1,210,0
876,2016,"Squirrel","Grand Haven","MI",1,60,3650
877,2016,"unknown","Rogers","AR",1,0,1400
878,2016,"unknown","Springfield","AR",1,30,500
879,2016,"Bird","Yakima","WA",1,70,840
880,2016,"Squirrel","Athens","OH",1,0,0
881,2016,"Snake","Katherine","NT",1,30,0
882,2016,"Slug","Donnington","Telford",1,0,0
883,2016,"Bird","Alliance","NE",1,30,0
884,2016,"Squirrel","Alliance","NE",1,20,4
885,2016,"Raccoon","Denver","CO",1,0,27000
886,2016,"Insects","Portland","OR",1,0,0
887,2016,"Squirrel","Powell","WY",1,25,0
888,2016,"Unknown","Stafford","TN",1,0,6617
889,2016,"Bird","Sierra Vista","AZ",1,0,0
890,2016,"Unknown","Burlington","VT",1,0,0
891,2016,"Squirrel","Kissimmee","FL",1,0,0
892,2016,"Squirrel","Syracuse","NY",1,0,3000
893,2016,"Squirrel","Summit Township","PA",1,0,367
894,2016,"Squirrel","Lake Geneva","WI",1,126,3776
895,2016,"Squirrel","Hibbing","MN",1,10,0
896,2016,"Bird","Oban",NA,1,600,0
897,2016,"unknown","Northampton","MA",1,29,5200
898,2016,"Raccoon","Denmark","WI",1,0,2400
899,2016,"Unknown","Monroe","MI",1,0,1800
900,2016,"Squirrel","Greenwood","SC",1,0,0
901,2016,"Squirrel","Wichita","KS",1,130,6300
902,2016,"Bird","Pueblo West","CO",1,0,3000
903,2016,"Unknown","Clayton","OH",1,0,1700
904,2016,"Squirrel","Wausau","WI",1,59,0
905,2016,"Snake","Boulder","CO",1,0,3300
906,2016,"Squirrel","Missoula","MT",1,60,3500
907,2016,"Squirrel","Missoula","MT",1,120,2000
908,2016,"Bird","Great Falls","MT",1,180,5400
909,2016,"Snake","Rio Rancho","NM",1,0,0
910,2016,"Raccoon","Stillwater","OK",1,0,0
911,2016,"Rat","Ellensburg","WA",1,45,0
912,2016,"unknown","Lexington","KY",1,0,3000
913,2016,"Raccoon","Warrensburg","MO",1,40,2910
914,2016,"Squirrel","Paducah","KY",1,30,800
915,2016,"Squirrel","Midland","MI",1,0,4112
916,2016,"Bird","Kelwona","BC",1,0,0
917,2016,"unknown","Troy","OH",1,53,3800
918,2016,"Squirrel","Spokane","WA",1,0,2400
919,2016,"Unknown","Kelowna","BC",1,0,0
920,2016,"Squirrel","Waltham","MA",1,60,4000
921,2016,"Unknown","Fredericton","NB",1,0,10000
922,2016,"Bird","Dartmouth","NS",1,0,0
923,2016,"Squirrel","Sonoma","CA",1,30,105
924,2016,"Squirrel","Chicopee","MA",1,0,0
925,2016,"Snake","Gloucester Courthouse","VA",1,60,9246
926,2016,"Bird","Norfolk","VA",1,0,2000
927,2016,"Bird","Austin","TX",1,0,1034
928,2016,"Bird","Aachen","Ruhr",1,0,0
929,2016,"Squirrel","Castro Valley","CA",1,90,5000
930,2016,"Bird","Kelowna","BC",1,0,335
931,2016,"Squirrel","Vicksburg","MS",1,45,141
932,2016,"Bird","Hudson","WI",1,38,6329
933,2016,"Unknown","Waukee","IA",1,0,3822
934,2016,"Raccoon","Galesburg","IL",1,0,800
935,2016,"Squirrel","Murfreesboro","TN",1,0,9400
936,2016,"Bird","Braunton","North Devon",1,0,158
937,2016,"Squirrel","North Bay","ON",1,0,0
938,2016,"Beaver","Lynn","AR",1,0,400
939,2016,"Bird","Los Banos","CA",1,70,39
940,2016,"Bird","Williams Lake","BC",1,20,0
941,2016,"Raccoon","Independance","KS",1,0,2468
942,2016,"Bird","Pendleton","OR",1,0,1500
943,2016,"Bird","Haines","AK",1,15,0
944,2016,"Bird","Penticton","BC",1,0,1000
945,2016,"Bird","Penticton","BC",1,0,10
946,2016,"unknown","Burlington","VT",1,0,0
947,2016,"Beaver","Slippery Rock","PA",1,1,10000
948,2016,"Bird","Vernon","BC",1,150,2000
949,2016,"Squirrel","Brazil","IN",1,210,3600
950,2016,"Bird","Sooke","BC",1,0,1300
951,2016,"Bird","Nashville","TN",1,0,0
952,2016,"Bird","Palmerston",NA,1,10,2400
953,2016,"Bird","Touchet","WA",1,0,0
954,2016,"Bird","Goleta","CA",1,0,0
955,2016,"Squirrel","Carrollton","LA",1,0,3500
956,2016,"Bird","Decize",NA,1,0,100
957,2016,"Raccoon","Charlottetown","PEI",1,0,0
958,2016,"Bird","Coorparoo","QLD",1,90,2500
959,2016,"Bird","Whately","MA",1,0,0
960,2016,"unknown","Sudbury","ON",1,0,2500
961,2016,"Squirrel","Tallahassee","FL",1,0,1055
962,2016,"Bird","Whately","MA",1,0,524
963,2016,"Bird","Columbus","OH",1,0,0
964,2016,"Elephant","Maduri","Tamil Nadu",1,0,0
965,2016,"Squirrel","Vancouver","BC",1,90,6000
966,2016,"Squirrel","Jackson","MO",1,0,900
967,2016,"Bird","Haines","AK",1,0,140
968,2016,"Squirrel","Cheektowaga","NY",1,0,25
969,2016,"Bird","Cody","WY",1,0,0
970,2016,"unknown","Victoria","BC",1,75,0
971,2016,"unknown","Maitland","NSW",1,0,0
972,2016,"Bird","Orleans","NY",1,0,2200
973,2016,"Squirrel","Menlo Park","CA",1,0,0
974,2016,"Bird","Collins Landing","NY",1,0,2000
975,2016,"Squirrel","Sunnyside","WA",1,416,6389
976,2016,"Unknown","Rutland","BC",1,65,0
977,2016,"Bird","Lynchburg","VA",1,0,1700
978,2016,"Unknown","Santa Clara","CA",1,0,0
979,2016,"Bird","Maitland","NSW",1,0,0
980,2016,"Bird","Gaffney","SC",1,0,2500
981,2016,"Squirrel","Kissimmee","FL",1,0,0
982,2016,"unknown","Virgina Beach","VA",1,0,5200
983,2016,"Birds","Layton","UT",1,0,0
984,2016,"Squirrel","Hopewell","NY",1,0,0
985,2016,"Bird","Rosemont","SK",1,60,0
986,2016,"unknown","Sudbury","ON",1,0,2500
987,2016,"Squirrel","Kelso","WA",1,155,1800
988,2016,"Bird","Fitchburg","MA",1,30,1150
989,2016,"Unknown","Anaheim","CA",1,40,0
990,2016,"Raccoon","Huntsville","AL",1,150,0
991,2016,"Squirrel","Roanoke","VA",1,240,1000
992,2016,"Squirrel","Portland","ME",1,0,0
993,2016,"Bird","Stillwater","OK",1,0,0
994,2016,"Squirrel","Montpellier","VT",1,0,0
995,2016,"Squirrel","Kelowna","BC",1,0,5345
996,2016,"Bird","Aberdeen","SD",1,60,1000
997,2016,"Bird","Emporia","KS",1,0,0
998,2016,"Unknown","Burlington","VT",1,0,0
999,2016,"Bird","Newton","NC",1,60,0
1000,2016,"Squirrel","Asheville","NC",1,0,4000
1001,2016,"unknown","Red Wing","MN",1,0,3800
1002,2016,"Bird","Colstream","BC",1,0,2277
1003,2016,"Raccoon","Columbus","IN",1,0,2300
1004,2016,"Bird","Rossland","BC",1,97,2100
1005,2016,"Snake","Tamuning","Guam",1,1,0
1006,2016,"Squirrel","East Wenatchee","WA",1,0,0
1007,2016,"Bird","Conway","AR",1,120,10000
1008,2016,"Squirrel","Canton","OH",1,0,0
1009,2016,"Bird","Shelly","ID",1,180,1e+05
1010,2016,"Bird","Calcasieu Parish","LA",1,120,3500
1011,2016,"Cat","Corpus Christie","TX",1,0,2689
1012,2016,"Squirrel","Madison","CT",1,0,12000
1013,2016,"Squirrel","Boscawen","NH",1,0,36
1014,2016,"Squirrel","Fort Wayne","IN",1,51,17
1015,2016,"Bird","Holland","MI",1,30,0
1016,2016,"Unknown","Aitkin","MN",1,0,0
1017,2016,"Bird","Nashville","TN",1,30,0
1018,2016,"Rat","Eugene","OR",1,0,0
1019,2016,"Squirrel","Butler Township","OH",1,0,900
1020,2016,"Unknown","Kingston","NY",1,0,263
1021,2016,"Unknown","Burlington","VT",1,0,40
1022,2016,"Beaver","Beaver Creek","MN",1,0,0
1023,2016,"unknown","St. Catherines","ON",1,0,0
1024,2016,"Squirrel","Monroe","NY",1,0,3600
1025,2016,"Squirrel","Concord","NH",1,0,1700
1026,2016,"Bird","Exeter","NH",1,0,0
1027,2016,"Squirrel","East Longmeadow","MA",1,0,0
1028,2016,"Snake","Arab","AL",1,0,0
1029,2016,"Squirrel","Kalispell","MT",1,0,0
1030,2016,"Bird","Montrose","CO",1,0,1000
1031,2016,"Squirrel","Mountain Home","ID",1,80,2900
1032,2016,"Squirrel","Bay City","MI",1,0,100
1033,2016,"Bird","Hampstead","QC",1,120,0
1034,2016,"Raccoon","Hagerstown","MD",1,140,3700
1035,2016,"Bird","Pullman","ID",1,75,1600
1036,2016,"Bird","Norwalk","CT",1,0,0
1037,2016,"Squirrel","Isle","MN",1,0,4323
1038,2016,"Bird","Pullman","ID",1,105,1600
1039,2016,"Bird","Cody","WY",1,30,53
1040,2016,"Snake","Hendersonvile","NC",1,0,2000
1041,2016,"Squirrel","Hermitage","PA",1,124,904
1042,2016,"Unknown","Hermitage","PA",1,102,650
1043,2016,"Snake","Duncan","SC",1,0,6483
1044,2016,"Bear","Castle Rock","CO",1,0,0
1045,2016,"Bird","Hazel Green","AL",1,0,0
1046,2016,"Squirrel","Loveland","CO",1,0,0
1047,2016,"Unknown","Dingwells Mills","PEI",1,270,2200
1048,2016,"Squirrel","Kinnelon","NJ",1,0,0
1049,2016,"Squirrel","Portland","OR",1,0,0
1050,2016,"Snake","West Plains","MO",1,0,0
1051,2016,"Beaver","Gouldsboro","ME",1,0,1574
1052,2016,"Snake","Tamuning","Gaum",1,0,0
1053,2016,"unknown","Allegan","MI",1,0,660
