"name","city","business_postal_code","inspection_date","risk_category","isViolation","highRisk"
"Wok Station Inc","San Francisco","94122","10/23/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Museum of Ice Cream","San Francisco","94108","04/03/2019 12:00:00 AM",NA,FALSE,NA
"SRI THAI CUISINE","San Francisco","94122","08/14/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"The Sarap Shop LLC","San Francisco","94103","10/08/2016 12:00:00 AM",NA,FALSE,NA
"Golden Gate Market","San Francisco","94123","01/12/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"EL BURRITO EXPRESS #2","San Francisco","94115","01/09/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Orenchi","San Francisco","94103","08/15/2019 12:00:00 AM","High Risk",TRUE,TRUE
"Thanh Thanh Cafe","San Francisco","94124","02/13/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Tang Collection","San Francisco","94116","01/04/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Cherry Blossom Bakery 2","San Francisco",NA,"04/25/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Hornblower Cruises & Events/SF Belle","San Francisco","94111","03/19/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Motel Capri","San Francisco","94123","06/14/2018 12:00:00 AM",NA,FALSE,NA
"GO GO 7","San Francisco","94112","07/16/2018 12:00:00 AM",NA,FALSE,NA
"Taqueria El Farolito #10","San Francisco","94133","01/09/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Premier Catering & Events, Inc.","San Francisco","94107","02/06/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Kui Shin Bo #2","San Francisco","94109","05/07/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Orale Orale Inc","San Francisco","94111","11/17/2017 12:00:00 AM","High Risk",TRUE,TRUE
"EXECUTIVE CAFE","San Francisco","94134","02/11/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"New Chef Hung's Restaurant","San Francisco","94108","11/30/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Fog Harbor Fish House","San Francisco","94133","11/20/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Sauce Belden","San Francisco","94104","10/12/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Gracias Madre","San Francisco","94103","07/10/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Yan's Kitchen","San Francisco","94111","04/24/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Star India Restaurant","San Francisco","94118","04/11/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"SAFEWAY #739","San Francisco","94110","08/26/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Taylor St. Coffee Shop","San Francisco","94102","02/13/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Old Mandarin Islamic Restaurant","San Francisco","94116","08/07/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Padrecito","San Francisco","94117","06/06/2017 12:00:00 AM","High Risk",TRUE,TRUE
"Elaine's Kitchen","San Francisco","94133","04/09/2019 12:00:00 AM",NA,FALSE,NA
"Taylor St. Coffee Shop","San Francisco","94102","03/22/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Green Island Restaurant","San Francisco","94118","11/29/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Taqueria Girasol Inc","San Francisco","94132","05/04/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Belcampo Meat Company LLC","San Francisco","94158","05/11/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"UNDERDOGS TO","San Francisco","94116","12/21/2018 12:00:00 AM",NA,FALSE,NA
"Sutter Cafe","San Francisco","94108","03/30/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"HAN IL KWAN","San Francisco","94121","06/11/2019 12:00:00 AM",NA,FALSE,NA
"Limon Restaurant","San Francisco","94103","06/30/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"OSTERIA","San Francisco","94115","02/06/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"MONGKOK DIM SUM & RESTAURANT","San Francisco","94122","10/17/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"TableTop Tap House","San Francisco","94103","08/10/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Sheba Restaurant & Lounge","San Francisco","94115","02/14/2017 12:00:00 AM",NA,FALSE,NA
"707 Sutter","San Francisco","94109","11/28/2016 12:00:00 AM","Low Risk",TRUE,FALSE
"Violet's","San Francisco","94121","08/29/2019 12:00:00 AM",NA,FALSE,NA
"Mrs. Fields Cookies","San Francisco","94103","05/16/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"El Porteno","San Francisco","94132","04/06/2017 12:00:00 AM",NA,FALSE,NA
"Karma Cafe","San Francisco","94117","07/24/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Lollipot","San Francisco","94116","05/22/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Eurest Dining at First Republic Bank","San Francisco","94111","01/26/2017 12:00:00 AM",NA,FALSE,NA
"7-Eleven #2366-34977","San Francisco","94102","12/14/2016 12:00:00 AM",NA,FALSE,NA
"Mission Beach Cafe","San Francisco","94103","08/15/2017 12:00:00 AM",NA,FALSE,NA
"Ginger Elizabeth Chocolates","San Francisco","94123","01/11/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Tacolicious","San Francisco","94133","01/17/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Pho Tan Hoa, Inc","San Francisco","94102","08/05/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Pakwan Restaurant","San Francisco","94112","10/03/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"ABC Super Market Inc","San Francisco","94133","12/06/2017 12:00:00 AM",NA,FALSE,NA
"MANORA'S THAI CUISINE","San Francisco","94103","02/25/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Escape From New York Pizza","San Francisco","94103","04/03/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Chinese Hospital","San Francisco","94133","01/09/2017 12:00:00 AM",NA,FALSE,NA
"Judahlicious Juice","San Francisco","94122","04/25/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"The House","San Francisco","94133","06/11/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Pause","San Francisco","94102","11/27/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Yamo Restaurant","San Francisco","94110","09/17/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Live Sushi Bar","San Francisco","94103","02/22/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Basil Canteen","San Francisco","94103","06/29/2017 12:00:00 AM","High Risk",TRUE,TRUE
"American Conservatory Theater","San Francisco","94102","03/07/2018 12:00:00 AM",NA,FALSE,NA
"Pasta Moto of San Francisco Centre LLC","San Francisco","94103","09/30/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Ted's Sports Bar & Grill","San Francisco","94103","05/08/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Franciscan Crab Restaurant","San Francisco","94133","11/06/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"The Sunset's Best Seafood Restaurant","San Francisco","94116","07/09/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"MITCHELLS ICE CREAM","San Francisco","94110","06/27/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"STARBUCKS","San Francisco","94105","09/04/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"JOSEPH LEE RECREATION CENTER","San Francisco","94124","08/14/2018 12:00:00 AM","High Risk",TRUE,TRUE
"Hamburger Haven","San Francisco","94118","06/12/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Golden Gate Indian Cuisine & Pizza","San Francisco","94122","10/24/2016 12:00:00 AM","Low Risk",TRUE,FALSE
"Mythic Pizza","San Francisco","94117","10/04/2018 12:00:00 AM",NA,FALSE,NA
"Pastel Brazzuca","San Francisco","94103","03/26/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"YOSOYCEVICHE","San Francisco","94124","11/15/2018 12:00:00 AM",NA,FALSE,NA
"Flying Pig Bistro","San Francisco","94103","01/09/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Roxie Market & Deli","San Francisco","94122","03/08/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"1601 Bar & Kitchen","San Francisco","94103","08/08/2017 12:00:00 AM",NA,FALSE,NA
"Fillmore Street Cafe","San Francisco","94115","11/28/2016 12:00:00 AM","Low Risk",TRUE,FALSE
"Hockey Haven","San Francisco","94121","08/22/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Epicurean@SHCP","San Francisco","94109","09/17/2018 12:00:00 AM","High Risk",TRUE,TRUE
"Double Play Bar & Grill","San Francisco","94103","10/03/2017 12:00:00 AM","High Risk",TRUE,TRUE
"Taqueria El Castillito","San Francisco",NA,"04/16/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"OBISPO","San Francisco","94110","07/23/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Mixt Greens/Mixt","San Francisco","94104","04/08/2019 12:00:00 AM","High Risk",TRUE,TRUE
"HOWARD'S CAFE","San Francisco","94122","09/27/2018 12:00:00 AM","High Risk",TRUE,TRUE
"Pizza Joint","San Francisco","94121","02/08/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Old Ship","San Francisco","94111","02/25/2019 12:00:00 AM","High Risk",TRUE,TRUE
"Center Cafe","San Francisco","94103","06/21/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Piqueos LLC","San Francisco","94110","03/13/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Kokio Republic","San Francisco","94109","01/11/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"U :DESSERT STORY","San Francisco","94123","06/25/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Bei Fang Style","San Francisco","94122","12/09/2016 12:00:00 AM","Moderate Risk",TRUE,FALSE
"LATINO CUISINE CULINARY ACADEMY","San Francisco","941102019","07/25/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"SFDH - Scala's Bistro Restaurant","San Francisco","94102","02/12/2019 12:00:00 AM","High Risk",TRUE,TRUE
"ETERNA PRIMAVERA BAKERY","San Francisco","94110","08/02/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Estrella Taqueria","San Francisco","94117","03/26/2019 12:00:00 AM",NA,FALSE,NA
"I-Tea Kearny SF","San Francisco","94108","12/15/2016 12:00:00 AM","Low Risk",TRUE,FALSE
"Fog City","San Francisco","94111","09/09/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"IMPERIAL GARDEN SEAFOOD RESTAURANT","San Francisco","94134","03/11/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Jelly Donut","San Francisco","94110","02/26/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Yama Sushi Restaurant","San Francisco","94112","05/22/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Diamond Cafe LLC","San Francisco","94114","07/06/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Nina's Cafe","San Francisco","94102","11/07/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Pacific Street Fish Market","San Francisco","94133","09/24/2019 12:00:00 AM","High Risk",TRUE,TRUE
"Jitlada Thai Cuisine","San Francisco","94115","05/04/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Sarku Japan","San Francisco","94103","09/25/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Dong Hing, LLC","San Francisco","94133","05/09/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Jijime","San Francisco","94121","06/11/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"Back Room","San Francisco","94118","09/17/2019 12:00:00 AM","High Risk",TRUE,TRUE
"Red Dog","San Francisco","94107","02/23/2018 12:00:00 AM",NA,FALSE,NA
"Edible Arrangements","San Francisco","94133","07/03/2019 12:00:00 AM",NA,FALSE,NA
"Cesario","San Francisco","94102","02/13/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Epicurean at Mercy High School","San Francisco","94132","03/20/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Miette Cakes, LLC","San Francisco","94102","08/15/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Guzman's Produce Market, Inc.","San Francisco","94112","09/25/2017 12:00:00 AM",NA,FALSE,NA
"Tommy's Joynt","San Francisco","94109","06/26/2018 12:00:00 AM",NA,FALSE,NA
"Washington Bakery & Restaurant","San Francisco","94108","11/28/2017 12:00:00 AM","High Risk",TRUE,TRUE
"94672 Doggie Diner","San Francisco","94107","07/19/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Julie's Kitchen","San Francisco","94104","05/29/2019 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Chili Lemon Garlic","San Francisco","94107","02/16/2017 12:00:00 AM",NA,FALSE,NA
"GCAFE","San Francisco","94105","09/21/2017 12:00:00 AM",NA,FALSE,NA
"Sqwers Restaurant","San Francisco","94118","10/17/2016 12:00:00 AM","Moderate Risk",TRUE,FALSE
"OMNI S.F. Hotel - 3rd Floor Pantry","San Francisco","94104","10/05/2016 12:00:00 AM","Low Risk",TRUE,FALSE
"Glide Memorial Church","San Francisco","94102","05/10/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"BEN WAH RESTAURANT","San Francisco","94115","05/22/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"DONA TERE'S MARKET","San Francisco","94110","07/19/2017 12:00:00 AM","Moderate Risk",TRUE,FALSE
"Farallon Restaurant","San Francisco","94102","12/18/2018 12:00:00 AM",NA,FALSE,NA
"CLARENDON ELEMENTARY SCHOOL","San Francisco","94131","02/28/2018 12:00:00 AM","Moderate Risk",TRUE,FALSE
"STARBUCKS COFFEE","San Francisco","94132","12/14/2016 12:00:00 AM","Low Risk",TRUE,FALSE
"All Nite Pizza & Foods","San Francisco","94124","01/19/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Westin St Francis - Caruso","San Francisco","94102","03/08/2017 12:00:00 AM","Low Risk",TRUE,FALSE
"Internos Wine Cafe and Bar","San Francisco","94118","07/12/2018 12:00:00 AM","High Risk",TRUE,TRUE
"Restaurante Montecristo","San Francisco","94110","02/11/2019 12:00:00 AM",NA,FALSE,NA
"Domino's #7764","San Francisco","94109","02/05/2018 12:00:00 AM","Low Risk",TRUE,FALSE
"Ha Nam Ninh Restaurant","San Francisco","94109","08/24/2018 12:00:00 AM",NA,FALSE,NA
"All stars Donuts","San Francisco","94118","04/17/2019 12:00:00 AM","Low Risk",TRUE,FALSE
"McDonald's","San Francisco","94105","02/17/2017 12:00:00 AM","Low Risk",TRUE,FALSE
